date,portcalls_dry_bulk,export_dry_bulk,month
2020-04-03,3,335285,4
2020-04-04,3,182950,4
2020-04-05,2,166843,4
2020-04-06,3,242739,4
2020-04-07,4,369773,4
2020-04-08,3,430318,4
2020-04-09,2,173719,4
2020-04-10,4,449783,4
2020-04-11,2,70291,4
2020-04-12,2,151493,4
2020-04-13,2,165197,4
2020-04-14,4,301729,4
2020-04-15,3,170249,4
2020-04-16,4,429853,4
2020-04-17,2,252098,4
2020-04-18,3,341242,4
2020-04-19,1,121616,4
2020-04-20,1,72089,4
2020-04-21,1,79268,4
2020-04-22,2,283833,4
2020-04-23,2,72619,4
2020-04-24,4,388476,4
2020-04-25,2,149569,4
2020-04-26,3,168639,4
2020-04-27,4,418954,4
2020-04-28,5,531913,4
2020-04-29,1,87952,4
2020-04-30,4,446735,4
2020-05-01,4,477351,5
2020-05-02,3,366712,5
2020-05-03,4,321879,5
2020-05-04,1,84840,5
2020-05-05,1,88545,5
2020-05-06,1,174312,5
2020-05-07,3,225178,5
2020-05-08,5,379706,5
2020-05-09,3,240361,5
2020-05-10,5,461004,5
2020-05-11,2,141935,5
2020-05-12,3,299854,5
2020-05-13,4,309803,5
2020-05-14,4,405411,5
2020-05-15,2,158942,5
2020-05-16,4,268092,5
2020-05-17,2,260046,5
2020-05-18,2,165533,5
2020-05-19,3,309587,5
2020-05-20,5,422126,5
2020-05-21,1,88983,5
2020-05-22,2,263865,5
2020-05-23,3,284484,5
2020-05-24,1,93017,5
2020-05-25,1,91643,5
2020-05-26,3,253680,5
2020-05-27,6,505896,5
2020-05-28,4,331101,5
2020-05-29,3,307447,5
2020-05-30,1,73654,5
2020-05-31,6,356197,5
2020-06-01,5,475041,6
2020-06-02,1,81981,6
2020-06-03,4,305900,6
2020-06-04,2,119505,6
2020-06-05,5,437468,6
2020-06-06,3,229116,6
2020-06-07,1,86512,6
2020-06-08,5,579546,6
2020-06-09,2,204309,6
2020-06-10,3,351763,6
2020-06-11,5,462416,6
2020-06-12,4,378318,6
2020-06-13,3,219131,6
2020-06-14,3,338697,6
2020-06-15,4,257655,6
2020-06-16,2,136349,6
2020-06-17,3,317374,6
2020-06-18,2,130918,6
2020-06-19,3,255553,6
2020-06-20,3,285896,6
2020-06-21,3,145430,6
2020-06-22,4,410278,6
2020-06-23,4,389082,6
2020-06-24,2,118610,6
2020-06-25,5,411950,6
2020-06-26,2,239978,6
2020-06-27,4,353345,6
2020-06-28,2,343228,6
2020-06-29,3,238354,6
2020-06-30,2,262107,6
2020-07-01,0,0,7
2020-07-02,0,0,7
2020-07-03,1,84840,7
2020-07-04,3,261312,7
2020-07-05,2,152576,7
2020-07-06,5,390646,7
2020-07-07,2,254473,7
2020-07-08,3,253553,7
2020-07-09,3,251593,7
2020-07-10,4,346179,7
2020-07-11,5,429132,7
2020-07-12,3,265132,7
2020-07-13,3,344545,7
2020-07-14,2,259015,7
2020-07-15,1,0,7
2020-07-16,4,245847,7
2020-07-17,2,226313,7
2020-07-18,5,373164,7
2020-07-19,3,215459,7
2020-07-20,3,235842,7
2020-07-21,2,116615,7
2020-07-22,1,67629,7
2020-07-23,4,229901,7
2020-07-24,4,240100,7
2020-07-25,4,247881,7
2020-07-26,3,340121,7
2020-07-27,1,86179,7
2020-07-28,2,152425,7
2020-07-29,5,461270,7
2020-07-30,3,266070,7
2020-07-31,1,76373,7
2020-08-01,4,406405,8
2020-08-02,3,252828,8
2020-08-03,2,148820,8
2020-08-04,2,232503,8
2020-08-05,1,162327,8
2020-08-06,2,170965,8
2020-08-07,3,334579,8
2020-08-08,0,0,8
2020-08-09,6,424624,8
2020-08-10,4,316879,8
2020-08-11,3,198641,8
2020-08-12,1,38230,8
2020-08-13,2,119044,8
2020-08-14,3,198094,8
2020-08-15,2,191255,8
2020-08-16,4,433429,8
2020-08-17,3,257666,8
2020-08-18,2,156556,8
2020-08-19,2,156102,8
2020-08-20,4,325839,8
2020-08-21,3,273465,8
2020-08-22,1,78173,8
2020-08-23,2,129385,8
2020-08-24,1,86311,8
2020-08-25,5,332639,8
2020-08-26,5,381934,8
2020-08-27,4,431670,8
2020-08-28,3,154060,8
2020-08-29,3,186750,8
2020-08-30,2,120263,8
2020-08-31,3,201559,8
2020-09-01,4,331946,9
2020-09-02,2,85140,9
2020-09-03,1,168323,9
2020-09-04,2,157191,9
2020-09-05,3,249461,9
2020-09-06,4,324008,9
2020-09-07,3,132118,9
2020-09-08,2,220092,9
2020-09-09,2,205735,9
2020-09-10,2,160459,9
2020-09-11,5,311609,9
2020-09-12,3,270202,9
2020-09-13,5,212913,9
2020-09-14,3,163048,9
2020-09-15,3,225372,9
2020-09-16,3,339286,9
2020-09-17,2,110986,9
2020-09-18,4,255701,9
2020-09-19,1,78880,9
2020-09-20,3,258568,9
2020-09-21,4,317230,9
2020-09-22,3,272632,9
2020-09-23,2,170755,9
2020-09-24,4,300452,9
2020-09-25,5,326245,9
2020-09-26,4,356010,9
2020-09-27,3,168223,9
2020-09-28,4,422594,9
2020-09-29,3,334395,9
2020-09-30,3,207899,9
2020-10-01,2,151910,10
2020-10-02,2,163194,10
2020-10-03,3,254687,10
2020-10-04,3,234855,10
2020-10-05,4,355903,10
2020-10-06,3,305638,10
2020-10-07,2,212812,10
2020-10-08,2,153558,10
2020-10-09,4,262816,10
2020-10-10,3,280249,10
2020-10-11,4,223510,10
2020-10-12,2,231977,10
2020-10-13,3,246280,10
2020-10-14,2,151802,10
2020-10-15,1,75575,10
2020-10-16,6,361061,10
2020-10-17,2,112369,10
2020-10-18,4,481104,10
2020-10-19,0,0,10
2020-10-20,1,172675,10
2020-10-21,1,75097,10
2020-10-22,4,294302,10
2020-10-23,4,301446,10
2020-10-24,2,136638,10
2020-10-25,3,336968,10
2020-10-26,1,75688,10
2020-10-27,2,254288,10
2020-10-28,0,0,10
2020-10-29,3,317928,10
2020-10-30,3,226216,10
2020-10-31,5,470146,10
2020-11-01,1,80379,11
2020-11-02,1,173828,11
2020-11-03,4,301138,11
2020-11-04,0,0,11
2020-11-05,5,288932,11
2020-11-06,2,174419,11
2020-11-07,2,157587,11
2020-11-08,2,143903,11
2020-11-09,5,215230,11
2020-11-10,4,208939,11
2020-11-11,4,259621,11
2020-11-12,3,366711,11
2020-11-13,1,120327,11
2020-11-14,3,179482,11
2020-11-15,3,219258,11
2020-11-16,4,256779,11
2020-11-17,1,85190,11
2020-11-18,3,183030,11
2020-11-19,3,444335,11
2020-11-20,2,190926,11
2020-11-21,4,306611,11
2020-11-22,3,293428,11
2020-11-23,2,238659,11
2020-11-24,0,0,11
2020-11-25,5,377620,11
2020-11-26,2,136594,11
2020-11-27,2,134365,11
2020-11-28,3,331750,11
2020-11-29,2,241938,11
2020-11-30,4,393403,11
2020-12-01,4,243962,12
2020-12-02,3,79283,12
2020-12-03,5,458216,12
2020-12-04,2,208017,12
2020-12-05,4,255398,12
2020-12-06,2,161661,12
2020-12-07,5,609394,12
2020-12-08,2,133336,12
2020-12-09,5,422114,12
2020-12-10,4,257185,12
2020-12-11,4,316814,12
2020-12-12,3,254222,12
2020-12-13,4,365483,12
2020-12-14,4,307063,12
2020-12-15,3,180451,12
2020-12-16,3,162599,12
2020-12-17,4,236525,12
2020-12-18,5,608414,12
2020-12-19,2,263108,12
2020-12-20,2,179246,12
2020-12-21,5,518716,12
2020-12-22,3,233640,12
2020-12-23,2,111105,12
2020-12-24,3,254792,12
2020-12-25,4,270996,12
2020-12-26,5,486423,12
2020-12-27,3,180729,12
2020-12-28,3,185207,12
2020-12-29,5,469342,12
2020-12-30,0,0,12
2020-12-31,2,158057,12
2021-01-01,2,160584,1
2021-01-02,1,0,1
2021-01-03,0,0,1
2021-01-04,3,433955,1
2021-01-05,0,0,1
2021-01-06,4,168049,1
2021-01-07,3,321587,1
2021-01-08,2,186402,1
2021-01-09,2,115007,1
2021-01-10,0,0,1
2021-01-11,2,33527,1
2021-01-12,3,326339,1
2021-01-13,5,478881,1
2021-01-14,3,249344,1
2021-01-15,6,525670,1
2021-01-16,1,0,1
2021-01-17,5,501527,1
2021-01-18,1,82075,1
2021-01-19,4,387179,1
2021-01-20,3,157936,1
2021-01-21,4,243768,1
2021-01-22,4,232989,1
2021-01-23,2,144770,1
2021-01-24,3,243667,1
2021-01-25,4,208444,1
2021-01-26,5,366957,1
2021-01-27,5,494955,1
2021-01-28,3,188223,1
2021-01-29,4,329665,1
2021-01-30,3,148513,1
2021-01-31,2,136206,1
2021-02-01,5,605494,2
2021-02-02,2,249608,2
2021-02-03,2,157463,2
2021-02-04,3,326984,2
2021-02-05,3,168779,2
2021-02-06,5,692039,2
2021-02-07,2,107525,2
2021-02-08,3,271554,2
2021-02-09,4,283187,2
2021-02-10,5,412353,2
2021-02-11,0,0,2
2021-02-12,3,174999,2
2021-02-13,3,303002,2
2021-02-14,3,197587,2
2021-02-15,1,96301,2
2021-02-16,1,75198,2
2021-02-17,3,269345,2
2021-02-18,3,275729,2
2021-02-19,4,236619,2
2021-02-20,4,450583,2
2021-02-21,2,172852,2
2021-02-22,3,345340,2
2021-02-23,2,137374,2
2021-02-24,3,152248,2
2021-02-25,2,130733,2
2021-02-26,6,480834,2
2021-02-27,4,184766,2
2021-02-28,2,78982,2
2021-03-01,1,94372,3
2021-03-02,2,258160,3
2021-03-03,2,160201,3
2021-03-04,1,41442,3
2021-03-05,5,473115,3
2021-03-06,6,572293,3
2021-03-07,3,237934,3
2021-03-08,2,179628,3
2021-03-09,2,77966,3
2021-03-10,1,0,3
2021-03-11,1,203262,3
2021-03-12,4,217050,3
2021-03-13,1,114863,3
2021-03-14,2,92501,3
2021-03-15,3,323779,3
2021-03-16,2,196433,3
2021-03-17,4,166304,3
2021-03-18,5,504921,3
2021-03-19,2,164588,3
2021-03-20,2,167517,3
2021-03-21,2,172509,3
2021-03-22,3,185763,3
2021-03-23,3,237996,3
2021-03-24,3,232537,3
2021-03-25,4,219904,3
2021-03-26,4,340002,3
2021-03-27,2,255293,3
2021-03-28,1,88769,3
2021-03-29,3,335435,3
2021-03-30,1,77824,3
2021-03-31,1,90740,3
2021-04-01,3,338794,4
2021-04-02,2,97501,4
2021-04-03,5,434185,4
2021-04-04,5,342080,4
2021-04-05,2,186693,4
2021-04-06,4,390548,4
2021-04-07,4,251662,4
2021-04-08,4,388920,4
2021-04-09,1,1188,4
2021-04-10,4,470151,4
2021-04-11,3,270941,4
2021-04-12,4,443111,4
2021-04-13,4,401176,4
2021-04-14,2,150721,4
2021-04-15,4,438756,4
2021-04-16,3,179438,4
2021-04-17,3,270399,4
2021-04-18,2,170100,4
2021-04-19,4,380499,4
2021-04-20,3,417285,4
2021-04-21,2,170238,4
2021-04-22,2,249601,4
2021-04-23,3,265762,4
2021-04-24,2,78919,4
2021-04-25,3,238029,4
2021-04-26,3,130174,4
2021-04-27,4,207107,4
2021-04-28,3,88944,4
2021-04-29,3,440514,4
2021-04-30,5,523311,4
2021-05-01,2,205981,5
2021-05-02,2,176125,5
2021-05-03,4,290117,5
2021-05-04,3,240995,5
2021-05-05,0,0,5
2021-05-06,5,512585,5
2021-05-07,3,210924,5
2021-05-08,5,408266,5
2021-05-09,2,186158,5
2021-05-10,1,78016,5
2021-05-11,2,163976,5
2021-05-12,2,154598,5
2021-05-13,6,634814,5
2021-05-14,4,338018,5
2021-05-15,3,294904,5
2021-05-16,4,261187,5
2021-05-17,3,307309,5
2021-05-18,4,328269,5
2021-05-19,2,164050,5
2021-05-20,1,78248,5
2021-05-21,4,417984,5
2021-05-22,1,76742,5
2021-05-23,5,605983,5
2021-05-24,4,165136,5
2021-05-25,3,207634,5
2021-05-26,3,197207,5
2021-05-27,5,402247,5
2021-05-28,5,357167,5
2021-05-29,3,229023,5
2021-05-30,2,140904,5
2021-05-31,1,78056,5
2021-06-01,1,78864,6
2021-06-02,1,0,6
2021-06-03,1,170141,6
2021-06-04,3,318339,6
2021-06-05,3,242401,6
2021-06-06,7,441688,6
2021-06-07,2,154952,6
2021-06-08,4,381348,6
2021-06-09,3,348719,6
2021-06-10,4,314387,6
2021-06-11,4,332683,6
2021-06-12,3,249473,6
2021-06-13,5,421113,6
2021-06-14,1,14992,6
2021-06-15,6,475330,6
2021-06-16,4,399874,6
2021-06-17,2,163689,6
2021-06-18,3,227514,6
2021-06-19,3,259683,6
2021-06-20,5,308188,6
2021-06-21,2,184274,6
2021-06-22,3,77275,6
2021-06-23,3,343073,6
2021-06-24,3,237536,6
2021-06-25,3,340864,6
2021-06-26,3,477266,6
2021-06-27,3,247668,6
2021-06-28,3,199161,6
2021-06-29,3,286878,6
2021-06-30,5,495475,6
2021-07-01,2,102572,7
2021-07-02,3,339834,7
2021-07-03,5,355338,7
2021-07-04,1,75449,7
2021-07-05,2,279661,7
2021-07-06,2,123838,7
2021-07-07,3,356250,7
2021-07-08,0,0,7
2021-07-09,1,47930,7
2021-07-10,0,0,7
2021-07-11,3,157321,7
2021-07-12,1,162416,7
2021-07-13,2,257888,7
2021-07-14,5,436458,7
2021-07-15,2,103590,7
2021-07-16,4,281082,7
2021-07-17,4,350428,7
2021-07-18,5,543426,7
2021-07-19,2,200377,7
2021-07-20,3,284587,7
2021-07-21,3,259169,7
2021-07-22,4,434798,7
2021-07-23,4,170709,7
2021-07-24,2,144822,7
2021-07-25,5,471168,7
2021-07-26,1,65691,7
2021-07-27,5,510437,7
2021-07-28,2,177631,7
2021-07-29,4,213599,7
2021-07-30,3,229955,7
2021-07-31,4,441284,7
2021-08-01,4,364016,8
2021-08-02,3,302988,8
2021-08-03,6,388038,8
2021-08-04,5,382245,8
2021-08-05,4,204079,8
2021-08-06,4,311044,8
2021-08-07,5,211542,8
2021-08-08,3,77203,8
2021-08-09,2,155730,8
2021-08-10,3,167256,8
2021-08-11,4,392284,8
2021-08-12,2,267320,8
2021-08-13,2,141882,8
2021-08-14,3,238117,8
2021-08-15,5,406644,8
2021-08-16,3,233017,8
2021-08-17,2,103773,8
2021-08-18,2,154199,8
2021-08-19,2,151494,8
2021-08-20,4,297893,8
2021-08-21,2,164151,8
2021-08-22,5,504908,8
2021-08-23,4,378397,8
2021-08-24,4,289979,8
2021-08-25,3,260607,8
2021-08-26,1,75688,8
2021-08-27,4,254493,8
2021-08-28,2,139763,8
2021-08-29,3,260504,8
2021-08-30,1,87742,8
2021-08-31,4,497873,8
2021-09-01,2,175483,9
2021-09-02,5,298020,9
2021-09-03,4,403551,9
2021-09-04,4,412842,9
2021-09-05,4,399402,9
2021-09-06,3,199648,9
2021-09-07,2,118494,9
2021-09-08,4,311897,9
2021-09-09,1,79143,9
2021-09-10,2,228800,9
2021-09-11,3,186069,9
2021-09-12,4,291006,9
2021-09-13,4,256186,9
2021-09-14,3,216358,9
2021-09-15,3,183266,9
2021-09-16,4,292932,9
2021-09-17,3,230362,9
2021-09-18,3,333735,9
2021-09-19,2,236889,9
2021-09-20,2,266081,9
2021-09-21,1,78678,9
2021-09-22,4,241137,9
2021-09-23,5,537710,9
2021-09-24,4,256689,9
