date,portcalls_dry_bulk,export_dry_bulk,month
2020-03-05,3,95466,3
2020-03-06,2,67888,3
2020-03-07,3,197851,3
2020-03-08,4,77631,3
2020-03-09,0,0,3
2020-03-10,2,49784,3
2020-03-11,3,122115,3
2020-03-12,1,41166,3
2020-03-13,5,306959,3
2020-03-14,2,64300,3
2020-03-15,2,81766,3
2020-03-16,4,98591,3
2020-03-17,4,266065,3
2020-03-18,0,0,3
2020-03-19,1,0,3
2020-03-20,4,83707,3
2020-03-21,3,104484,3
2020-03-22,0,0,3
2020-03-23,3,164643,3
2020-03-24,1,32405,3
2020-03-25,5,262989,3
2020-03-26,2,56791,3
2020-03-27,2,68068,3
2020-03-28,2,92698,3
2020-03-29,4,210488,3
2020-03-30,3,122121,3
2020-03-31,1,13072,3
2020-04-01,6,212901,4
2020-04-02,0,0,4
2020-04-03,5,147203,4
2020-04-04,2,87335,4
2020-04-05,2,134796,4
2020-04-06,1,26533,4
2020-04-07,2,44081,4
2020-04-08,2,30189,4
2020-04-09,2,99146,4
2020-04-10,0,0,4
2020-04-11,3,34770,4
2020-04-12,1,44617,4
2020-04-13,2,119570,4
2020-04-14,1,19645,4
2020-04-15,0,0,4
2020-04-16,3,94653,4
2020-04-17,2,59164,4
2020-04-18,1,30053,4
2020-04-19,4,133811,4
2020-04-20,2,56466,4
2020-04-21,2,28675,4
2020-04-22,4,152205,4
2020-04-23,3,136892,4
2020-04-24,0,0,4
2020-04-25,3,40956,4
2020-04-26,1,84781,4
2020-04-27,1,15680,4
2020-04-28,3,86650,4
2020-04-29,1,1087,4
2020-04-30,2,111975,4
2020-05-01,3,162957,5
2020-05-02,2,60450,5
2020-05-03,2,98750,5
2020-05-04,6,235784,5
2020-05-05,1,58982,5
2020-05-06,3,106261,5
2020-05-07,2,54298,5
2020-05-08,1,18951,5
2020-05-09,1,7803,5
2020-05-10,0,0,5
2020-05-11,1,36038,5
2020-05-12,2,25638,5
2020-05-13,1,44867,5
2020-05-14,4,158678,5
2020-05-15,3,205258,5
2020-05-16,2,62271,5
2020-05-17,1,142816,5
2020-05-18,4,107384,5
2020-05-19,1,11430,5
2020-05-20,1,3361,5
2020-05-21,4,102502,5
2020-05-22,4,158876,5
2020-05-23,4,56597,5
2020-05-24,2,93740,5
2020-05-25,2,108451,5
2020-05-26,1,43236,5
2020-05-27,1,2062,5
2020-05-28,3,184266,5
2020-05-29,0,0,5
2020-05-30,2,111690,5
2020-05-31,3,162451,5
2020-06-01,2,93549,6
2020-06-02,3,102248,6
2020-06-03,3,86717,6
2020-06-04,1,16846,6
2020-06-05,4,96365,6
2020-06-06,3,163411,6
2020-06-07,1,18690,6
2020-06-08,2,116840,6
2020-06-09,2,88676,6
2020-06-10,4,137053,6
2020-06-11,2,53436,6
2020-06-12,2,73565,6
2020-06-13,0,0,6
2020-06-14,1,43635,6
2020-06-15,2,78370,6
2020-06-16,3,127155,6
2020-06-17,3,126870,6
2020-06-18,1,33791,6
2020-06-19,3,92300,6
2020-06-20,1,39528,6
2020-06-21,1,39832,6
2020-06-22,4,109875,6
2020-06-23,2,22650,6
2020-06-24,5,218949,6
2020-06-25,3,89491,6
2020-06-26,2,116975,6
2020-06-27,3,56847,6
2020-06-28,1,52753,6
2020-06-29,1,56488,6
2020-06-30,2,62129,6
2020-07-01,3,141170,7
2020-07-02,0,0,7
2020-07-03,4,153286,7
2020-07-04,2,81169,7
2020-07-05,7,210305,7
2020-07-06,0,0,7
2020-07-07,4,127303,7
2020-07-08,5,160378,7
2020-07-09,2,41342,7
2020-07-10,3,185885,7
2020-07-11,2,89541,7
2020-07-12,1,52095,7
2020-07-13,1,0,7
2020-07-14,3,18762,7
2020-07-15,2,94865,7
2020-07-16,1,0,7
2020-07-17,2,41166,7
2020-07-18,2,43187,7
2020-07-19,4,253269,7
2020-07-20,1,0,7
2020-07-21,0,0,7
2020-07-22,3,106631,7
2020-07-23,2,118526,7
2020-07-24,1,50727,7
2020-07-25,0,0,7
2020-07-26,2,59356,7
2020-07-27,1,20780,7
2020-07-28,2,69964,7
2020-07-29,5,209226,7
2020-07-30,4,83744,7
2020-07-31,2,61576,7
2020-08-01,2,106875,8
2020-08-02,0,0,8
2020-08-03,3,140180,8
2020-08-04,0,0,8
2020-08-05,0,0,8
2020-08-06,2,47098,8
2020-08-07,1,0,8
2020-08-08,1,0,8
2020-08-09,5,133651,8
2020-08-10,1,142219,8
2020-08-11,1,37806,8
2020-08-12,3,74053,8
2020-08-13,3,125416,8
2020-08-14,3,101701,8
2020-08-15,3,125575,8
2020-08-16,0,0,8
2020-08-17,3,202417,8
2020-08-18,2,36044,8
2020-08-19,1,72731,8
2020-08-20,1,17134,8
2020-08-21,7,309275,8
2020-08-22,1,42798,8
2020-08-23,3,194976,8
2020-08-24,5,139441,8
2020-08-25,0,0,8
2020-08-26,0,0,8
2020-08-27,2,87290,8
2020-08-28,3,106618,8
2020-08-29,1,20916,8
2020-08-30,5,176164,8
2020-08-31,3,185311,8
2020-09-01,0,0,9
2020-09-02,2,51238,9
2020-09-03,0,0,9
2020-09-04,2,37312,9
2020-09-05,2,106435,9
2020-09-06,0,0,9
2020-09-07,0,0,9
2020-09-08,0,0,9
2020-09-09,1,60434,9
2020-09-10,5,117847,9
2020-09-11,5,157359,9
2020-09-12,5,78342,9
2020-09-13,1,78222,9
2020-09-14,1,14048,9
2020-09-15,2,55187,9
2020-09-16,4,143240,9
2020-09-17,3,79430,9
2020-09-18,4,149631,9
2020-09-19,1,41166,9
2020-09-20,4,140092,9
2020-09-21,4,100842,9
2020-09-22,0,0,9
2020-09-23,4,74171,9
2020-09-24,5,258281,9
2020-09-25,1,58049,9
2020-09-26,2,39650,9
2020-09-27,0,0,9
2020-09-28,4,77145,9
2020-09-29,1,16723,9
2020-09-30,6,115877,9
2020-10-01,1,36952,10
2020-10-02,5,218091,10
2020-10-03,4,205134,10
2020-10-04,2,73097,10
2020-10-05,1,47140,10
2020-10-06,2,67858,10
2020-10-07,0,0,10
2020-10-08,1,32121,10
2020-10-09,3,105580,10
2020-10-10,4,178232,10
2020-10-11,2,83401,10
2020-10-12,2,43502,10
2020-10-13,0,0,10
2020-10-14,4,112348,10
2020-10-15,2,53781,10
2020-10-16,1,8801,10
2020-10-17,2,41166,10
2020-10-18,2,101191,10
2020-10-19,3,169761,10
2020-10-20,1,24933,10
2020-10-21,0,0,10
2020-10-22,2,81165,10
2020-10-23,1,87524,10
2020-10-24,2,111827,10
2020-10-25,3,65021,10
2020-10-26,3,110635,10
2020-10-27,2,108683,10
2020-10-28,2,40294,10
2020-10-29,4,114262,10
2020-10-30,2,109698,10
2020-10-31,3,55704,10
2020-11-01,2,119798,11
2020-11-02,2,110755,11
2020-11-03,5,172515,11
2020-11-04,3,72145,11
2020-11-05,1,56471,11
2020-11-06,0,0,11
2020-11-07,2,81388,11
2020-11-08,0,0,11
2020-11-09,2,60757,11
2020-11-10,1,6454,11
2020-11-11,1,23419,11
2020-11-12,3,259366,11
2020-11-13,2,28191,11
2020-11-14,0,0,11
2020-11-15,1,71702,11
2020-11-16,3,154597,11
2020-11-17,0,0,11
2020-11-18,4,191964,11
2020-11-19,0,0,11
2020-11-20,3,129883,11
2020-11-21,3,65473,11
2020-11-22,3,105580,11
2020-11-23,3,172327,11
2020-11-24,3,91373,11
2020-11-25,3,187510,11
2020-11-26,2,74301,11
2020-11-27,1,0,11
2020-11-28,2,160127,11
2020-11-29,3,67108,11
2020-11-30,0,0,11
2020-12-01,4,107431,12
2020-12-02,4,120349,12
2020-12-03,0,0,12
2020-12-04,3,64290,12
2020-12-05,3,144404,12
2020-12-06,1,788,12
2020-12-07,2,168820,12
2020-12-08,2,107477,12
2020-12-09,2,53263,12
2020-12-10,2,126991,12
2020-12-11,3,122832,12
2020-12-12,5,80858,12
2020-12-13,1,5435,12
2020-12-14,3,59525,12
2020-12-15,0,0,12
2020-12-16,4,84568,12
2020-12-17,1,39215,12
2020-12-18,1,0,12
2020-12-19,2,129921,12
2020-12-20,2,159850,12
2020-12-21,0,0,12
2020-12-22,5,83646,12
2020-12-23,3,52521,12
2020-12-24,2,55460,12
2020-12-25,2,76288,12
2020-12-26,1,18003,12
2020-12-27,2,174312,12
2020-12-28,6,175491,12
2020-12-29,1,30291,12
2020-12-30,4,101052,12
2020-12-31,2,85225,12
2021-01-01,2,27957,1
2021-01-02,3,122403,1
2021-01-03,0,0,1
2021-01-04,2,121060,1
2021-01-05,3,139877,1
2021-01-06,1,6254,1
2021-01-07,1,43368,1
2021-01-08,4,114032,1
2021-01-09,0,0,1
2021-01-10,4,214563,1
2021-01-11,2,56552,1
2021-01-12,1,41166,1
2021-01-13,1,37736,1
2021-01-14,2,208101,1
2021-01-15,2,92066,1
2021-01-16,0,0,1
2021-01-17,1,0,1
2021-01-18,1,44883,1
2021-01-19,7,142408,1
2021-01-20,1,18762,1
2021-01-21,3,165536,1
2021-01-22,3,147117,1
2021-01-23,2,55006,1
2021-01-24,6,95009,1
2021-01-25,1,64274,1
2021-01-26,1,15680,1
2021-01-27,1,31875,1
2021-01-28,3,140468,1
2021-01-29,0,0,1
2021-01-30,2,20000,1
2021-01-31,1,0,1
2021-02-01,2,82333,2
2021-02-02,1,15899,2
2021-02-03,4,84620,2
2021-02-04,1,22568,2
2021-02-05,1,81562,2
2021-02-06,3,89531,2
2021-02-07,1,17089,2
2021-02-08,2,199802,2
2021-02-09,3,56466,2
2021-02-10,2,106886,2
2021-02-11,3,138824,2
2021-02-12,6,176198,2
2021-02-13,4,102575,2
2021-02-14,2,58212,2
2021-02-15,0,0,2
2021-02-16,0,0,2
2021-02-17,1,41971,2
2021-02-18,5,192127,2
2021-02-19,0,0,2
2021-02-20,1,18955,2
2021-02-21,5,140538,2
2021-02-22,1,59325,2
2021-02-23,5,169005,2
2021-02-24,1,32178,2
2021-02-25,3,170923,2
2021-02-26,2,65884,2
2021-02-27,0,0,2
2021-02-28,2,49066,2
2021-03-01,4,191900,3
2021-03-02,4,128775,3
2021-03-03,2,91727,3
2021-03-04,4,183700,3
2021-03-05,0,0,3
2021-03-06,3,113492,3
2021-03-07,3,58994,3
2021-03-08,3,112604,3
2021-03-09,0,0,3
2021-03-10,2,64819,3
2021-03-11,1,59016,3
2021-03-12,3,113466,3
2021-03-13,1,41166,3
2021-03-14,2,100074,3
2021-03-15,4,111770,3
2021-03-16,0,0,3
2021-03-17,5,220258,3
2021-03-18,2,25306,3
2021-03-19,2,162742,3
2021-03-20,3,125105,3
2021-03-21,2,55270,3
2021-03-22,3,81791,3
2021-03-23,1,41166,3
2021-03-24,3,93100,3
2021-03-25,3,136078,3
2021-03-26,6,192096,3
2021-03-27,2,28741,3
2021-03-28,2,56769,3
2021-03-29,5,205606,3
2021-03-30,1,82282,3
2021-03-31,4,96241,3
2021-04-01,2,69900,4
2021-04-02,1,23329,4
2021-04-03,3,170150,4
2021-04-04,0,0,4
2021-04-05,4,103812,4
2021-04-06,1,41166,4
2021-04-07,0,0,4
2021-04-08,1,45321,4
2021-04-09,1,41166,4
2021-04-10,2,112697,4
2021-04-11,1,15837,4
2021-04-12,0,0,4
2021-04-13,1,41166,4
2021-04-14,0,0,4
2021-04-15,2,35309,4
2021-04-16,3,76988,4
2021-04-17,3,86943,4
2021-04-18,0,0,4
2021-04-19,0,0,4
2021-04-20,3,230751,4
2021-04-21,0,0,4
2021-04-22,0,0,4
2021-04-23,2,41166,4
2021-04-24,0,0,4
2021-04-25,0,0,4
2021-04-26,2,55625,4
2021-04-27,0,0,4
2021-04-28,1,83731,4
2021-04-29,1,55588,4
2021-04-30,3,73377,4
2021-05-01,0,0,5
2021-05-02,0,0,5
2021-05-03,2,30894,5
2021-05-04,0,0,5
2021-05-05,1,0,5
2021-05-06,0,0,5
2021-05-07,0,0,5
2021-05-08,0,0,5
2021-05-09,0,0,5
2021-05-10,2,98844,5
2021-05-11,0,0,5
2021-05-12,0,0,5
2021-05-13,1,75669,5
2021-05-14,1,0,5
2021-05-15,0,0,5
2021-05-16,0,0,5
2021-05-17,1,35102,5
2021-05-18,1,15831,5
2021-05-19,0,0,5
2021-05-20,0,0,5
2021-05-21,0,0,5
2021-05-22,0,0,5
2021-05-23,0,0,5
2021-05-24,0,0,5
2021-05-25,0,0,5
2021-05-26,1,73431,5
2021-05-27,0,0,5
2021-05-28,2,97433,5
2021-05-29,0,0,5
2021-05-30,0,0,5
2021-05-31,0,0,5
2021-06-01,0,0,6
2021-06-02,0,0,6
2021-06-03,1,0,6
2021-06-04,0,0,6
2021-06-05,0,0,6
2021-06-06,0,0,6
2021-06-07,1,3874,6
2021-06-08,2,111284,6
2021-06-09,1,25077,6
2021-06-10,1,78000,6
2021-06-11,0,0,6
2021-06-12,0,0,6
2021-06-13,0,0,6
2021-06-14,2,76879,6
2021-06-15,1,15903,6
2021-06-16,1,64691,6
2021-06-17,1,15067,6
2021-06-18,0,0,6
2021-06-19,0,0,6
2021-06-20,0,0,6
2021-06-21,1,21796,6
2021-06-22,0,0,6
2021-06-23,1,34371,6
2021-06-24,0,0,6
2021-06-25,0,0,6
2021-06-26,0,0,6
2021-06-27,2,75865,6
2021-06-28,1,32306,6
2021-06-29,0,0,6
2021-06-30,0,0,6
2021-07-01,0,0,7
2021-07-02,0,0,7
2021-07-03,1,31930,7
2021-07-04,0,0,7
2021-07-05,0,0,7
2021-07-06,0,0,7
2021-07-07,2,186375,7
2021-07-08,1,41166,7
2021-07-09,0,0,7
2021-07-10,2,83770,7
2021-07-11,0,0,7
2021-07-12,2,66071,7
2021-07-13,0,0,7
2021-07-14,1,35249,7
2021-07-15,0,0,7
2021-07-16,1,74854,7
2021-07-17,0,0,7
2021-07-18,0,0,7
2021-07-19,1,41166,7
2021-07-20,0,0,7
2021-07-21,0,0,7
2021-07-22,1,65385,7
2021-07-23,1,27461,7
2021-07-24,2,68048,7
2021-07-25,0,0,7
2021-07-26,0,0,7
2021-07-27,2,42557,7
2021-07-28,0,0,7
2021-07-29,1,82134,7
2021-07-30,0,0,7
2021-07-31,0,0,7
2021-08-01,0,0,8
2021-08-02,0,0,8
2021-08-03,0,0,8
2021-08-04,0,0,8
2021-08-05,1,30726,8
2021-08-06,1,41166,8
2021-08-07,0,0,8
2021-08-08,2,69183,8
2021-08-09,0,0,8
2021-08-10,1,26971,8
2021-08-11,0,0,8
2021-08-12,1,30832,8
2021-08-13,1,13582,8
2021-08-14,0,0,8
2021-08-15,0,0,8
2021-08-16,0,0,8
2021-08-17,0,0,8
2021-08-18,0,0,8
2021-08-19,1,22183,8
2021-08-20,0,0,8
2021-08-21,0,0,8
2021-08-22,1,44724,8
2021-08-23,1,26761,8
2021-08-24,1,13971,8
2021-08-25,1,27218,8
2021-08-26,0,0,8
2021-08-27,0,0,8
2021-08-28,1,76054,8
2021-08-29,0,0,8
2021-08-30,1,86649,8
2021-08-31,1,76827,8
2021-09-01,0,0,9
2021-09-02,1,22484,9
2021-09-03,1,44714,9
2021-09-04,2,106441,9
2021-09-05,1,7974,9
2021-09-06,0,0,9
2021-09-07,0,0,9
2021-09-08,0,0,9
2021-09-09,1,41166,9
2021-09-10,5,132843,9
2021-09-11,1,13842,9
2021-09-12,1,27896,9
2021-09-13,2,89754,9
2021-09-14,0,0,9
2021-09-15,4,187282,9
2021-09-16,3,53766,9
2021-09-17,3,84169,9
2021-09-18,1,18955,9
2021-09-19,2,66604,9
2021-09-20,3,188940,9
2021-09-21,1,23695,9
2021-09-22,2,79658,9
2021-09-23,1,33103,9
2021-09-24,4,120872,9
2021-09-25,2,45927,9
2021-09-26,3,49035,9
2021-09-27,2,36821,9
2021-09-28,1,62267,9
2021-09-29,2,159695,9
2021-09-30,1,74206,9
2021-10-01,2,104796,10
2021-10-02,2,73470,10
2021-10-03,1,75065,10
2021-10-04,1,85311,10
2021-10-05,1,67205,10
2021-10-06,0,0,10
2021-10-07,0,0,10
