date,freight_usd_per_day,vessel_class,data_confidence
2019-07-21,7171.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2019-07-28,7489.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2019-08-04,7484.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2019-08-11,7750.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2019-08-18,7608.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2019-08-25,7396.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2019-09-01,7069.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2019-09-08,7197.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2019-09-15,7751.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2019-09-22,7762.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2019-09-29,7536.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2019-10-06,7311.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2019-10-13,7480.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2019-10-20,7600.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2019-10-27,7378.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2019-11-03,7214.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2019-11-10,7142.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2019-11-17,7348.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2019-11-24,7177.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2019-12-01,7399.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2019-12-08,7022.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2019-12-15,7030.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2019-12-22,6741.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2019-12-29,6497.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-01-05,6601.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-01-12,6068.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-01-19,5916.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-01-26,5673.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-02-02,5589.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-02-09,5537.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-02-16,5383.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-02-23,5315.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-03-01,5309.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-03-08,5293.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-03-15,5294.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-03-22,5357.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-03-29,5023.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-04-05,5275.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-04-12,5273.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-04-19,4945.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-04-26,4856.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-05-03,5105.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-05-10,4964.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-05-17,5060.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-05-24,5010.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-05-31,4987.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-06-07,5185.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-06-14,5285.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-06-21,5610.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-06-28,5778.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-07-05,6158.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-07-12,6666.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-07-19,6716.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-07-26,7163.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-08-02,7005.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-08-09,7271.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-08-16,7227.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-08-23,7176.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-08-30,7686.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-09-06,7740.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-09-13,8157.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-09-20,8266.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-09-27,8545.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-10-04,9149.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-10-11,9785.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-10-18,9675.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-10-25,10368.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-11-01,10281.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-11-08,10819.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-11-15,10686.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-11-22,10645.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-11-29,11241.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-12-06,11058.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-12-13,11410.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-12-20,12192.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2020-12-27,12849.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-01-03,13519.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-01-10,13069.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-01-17,12946.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-01-24,12755.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-01-31,12482.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-02-07,12623.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-02-14,13311.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-02-21,13707.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-02-28,14769.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-03-07,14720.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-03-14,14539.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-03-21,14511.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-03-28,15401.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-04-04,15905.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-04-11,17162.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-04-18,18028.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-04-25,18935.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-05-02,19540.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-05-09,19290.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-05-16,20120.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-05-23,20768.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-05-30,21092.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-06-06,21892.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-06-13,23725.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-06-20,24237.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-06-27,24116.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-07-04,24759.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-07-11,25513.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-07-18,25315.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-07-25,25950.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-08-01,26723.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-08-08,29092.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-08-15,28483.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-08-22,29597.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-08-29,30578.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-09-05,34368.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-09-12,39421.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-09-19,41384.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-09-26,42532.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-10-03,40415.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-10-10,43043.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-10-17,41176.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-10-24,41095.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-10-31,40628.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-11-07,38497.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-11-14,39232.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-11-21,36950.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-11-28,34432.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-12-05,31619.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-12-12,29039.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-12-19,27669.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2021-12-26,27413.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-01-02,29643.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-01-09,28839.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-01-16,28220.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-01-23,27627.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-01-30,25955.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-02-06,24845.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-02-13,24154.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-02-20,25204.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-02-27,23539.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-03-06,23285.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-03-13,22671.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-03-20,22346.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-03-27,21765.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-04-03,21208.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-04-10,20786.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-04-17,19691.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-04-24,19677.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-05-01,18902.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-05-08,17296.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-05-15,16768.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-05-22,16246.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-05-29,18006.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-06-05,17662.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-06-12,16968.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-06-19,16996.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-06-26,17676.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-07-03,17776.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-07-10,17025.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-07-17,17324.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-07-24,17097.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-07-31,17070.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-08-07,15809.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-08-14,14834.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-08-21,13096.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-08-28,13197.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-09-04,14043.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-09-11,13684.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-09-18,13212.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-09-25,13106.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-10-02,12194.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-10-09,11544.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-10-16,11207.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-10-23,10389.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-10-30,10645.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-11-06,10957.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-11-13,10697.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-11-20,11102.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-11-27,10514.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-12-04,10544.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-12-11,9435.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-12-18,9510.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2022-12-25,9151.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-01-01,8451.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-01-08,8492.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-01-15,8874.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-01-22,9107.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-01-29,8792.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-02-05,8824.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-02-12,8756.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-02-19,8973.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-02-26,9465.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-03-05,8987.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-03-12,9520.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-03-19,9299.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-03-26,9420.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-04-02,9344.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-04-09,9501.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-04-16,9271.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-04-23,8623.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-04-30,8680.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-05-07,8921.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-05-14,9606.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-05-21,10085.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-05-28,9701.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-06-04,9642.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-06-11,8973.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-06-18,8780.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-06-25,8514.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-07-02,8812.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-07-09,8607.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-07-16,8539.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-07-23,8392.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-07-30,8482.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-08-06,7782.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-08-13,8164.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-08-20,8188.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-08-27,8509.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-09-03,8124.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-09-10,8199.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-09-17,9193.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-09-24,8619.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-10-01,8808.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-10-08,9137.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-10-15,9720.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-10-22,9455.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-10-29,9925.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-11-05,9546.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-11-12,9837.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-11-19,9601.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-11-26,9722.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-12-03,9878.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-12-10,10059.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-12-17,9647.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-12-24,9791.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2023-12-31,9678.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-01-07,9326.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-01-14,9093.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-01-21,9271.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-01-28,9220.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-02-04,9448.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-02-11,9346.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-02-18,9248.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-02-25,9179.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-03-03,9477.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-03-10,9368.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-03-17,9015.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-03-24,8855.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-03-31,8827.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-04-07,9569.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-04-14,9441.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-04-21,9453.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-04-28,9292.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-05-05,9426.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-05-12,9771.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-05-19,10020.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-05-26,9963.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-06-02,9062.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-06-09,8925.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-06-16,8872.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-06-23,8689.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-06-30,8588.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-07-07,8628.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-07-14,9136.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-07-21,8565.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-07-28,8436.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-08-04,9061.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-08-11,9238.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-08-18,9473.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-08-25,8677.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-09-01,8959.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-09-08,9285.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-09-15,9634.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-09-22,9281.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-09-29,9017.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-10-06,9181.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-10-13,9816.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-10-20,9108.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-10-27,9586.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-11-03,9957.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-11-10,9619.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-11-17,9645.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-11-24,10036.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-12-01,10587.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-12-08,10626.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-12-15,11006.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-12-22,10993.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2024-12-29,10982.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-01-05,11008.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-01-12,11005.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-01-19,10859.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-01-26,10284.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-02-02,10673.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-02-09,9932.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-02-16,10674.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-02-23,9736.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-03-02,10221.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-03-09,10208.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-03-16,10074.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-03-23,10144.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-03-30,10344.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-04-06,10264.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-04-13,10101.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-04-20,9822.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-04-27,9168.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-05-04,9499.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-05-11,10114.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-05-18,10353.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-05-25,10163.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-06-01,10192.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-06-08,10414.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-06-15,10179.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-06-22,10016.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-06-29,10578.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-07-06,11444.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-07-13,11800.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-07-20,12052.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-07-27,12216.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-08-03,12301.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-08-10,12935.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-08-17,13507.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-08-24,12820.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-08-31,12542.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-09-07,12969.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-09-14,11999.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-09-21,12423.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-09-28,12358.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-10-05,12122.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-10-12,12533.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-10-19,12882.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-10-26,13099.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-11-02,13452.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-11-09,13216.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-11-16,13768.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-11-23,14053.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-11-30,13547.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-12-07,14037.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-12-14,14301.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-12-21,15104.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2025-12-28,14691.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2026-01-04,14335.0,Supramax,synthetic_calibrated_to_public_rate_ranges
2026-01-11,14387.0,Supramax,synthetic_calibrated_to_public_rate_ranges
