date,portcalls_dry_bulk,import_dry_bulk,export_dry_bulk,month
2019-04-12,2,34301,57832,4
2019-04-13,4,12635,74655,4
2019-04-14,2,52981,50626,4
2019-04-15,4,188674,85635,4
2019-04-16,4,243782,103483,4
2019-04-17,3,137896,73951,4
2019-04-18,3,80785,15759,4
2019-04-19,2,34301,16266,4
2019-04-20,2,34301,19095,4
2019-04-21,3,106287,67257,4
2019-04-22,1,78864,0,4
2019-04-23,5,157149,131330,4
2019-04-24,3,160632,15759,4
2019-04-25,1,54316,0,4
2019-04-26,6,269133,26456,4
2019-04-27,3,178551,119243,4
2019-04-28,2,50398,0,4
2019-04-29,5,133102,0,4
2019-04-30,0,0,0,4
2019-05-01,0,0,0,5
2019-05-02,0,0,0,5
2019-05-03,10,410981,147889,5
2019-05-04,5,260438,52550,5
2019-05-05,4,90213,19392,5
2019-05-06,4,65945,119243,5
2019-05-07,2,116072,0,5
2019-05-08,2,34301,69834,5
2019-05-09,2,74155,53407,5
2019-05-10,2,239509,0,5
2019-05-11,1,25525,0,5
2019-05-12,1,6003,0,5
2019-05-13,2,77141,15759,5
2019-05-14,0,0,0,5
2019-05-15,2,72326,0,5
2019-05-16,5,223102,57658,5
2019-05-17,3,117340,15759,5
2019-05-18,4,186889,15759,5
2019-05-19,2,225590,0,5
2019-05-20,4,143788,31519,5
2019-05-21,2,27128,46812,5
2019-05-22,3,34301,58780,5
2019-05-23,5,119767,15759,5
2019-05-24,6,176988,17809,5
2019-05-25,1,0,54724,5
2019-05-26,4,191655,92514,5
2019-05-27,2,137675,0,5
2019-05-28,3,115950,15759,5
2019-05-29,3,278905,15759,5
2019-05-30,3,84523,0,5
2019-05-31,5,208057,59540,5
2019-06-01,2,79467,2785,6
2019-06-02,2,34301,16957,6
2019-06-03,2,23624,49616,6
2019-06-04,2,79495,77947,6
2019-06-05,4,230663,135002,6
2019-06-06,5,175769,101773,6
2019-06-07,2,125157,0,6
2019-06-08,4,195692,147332,6
2019-06-09,4,217347,31519,6
2019-06-10,4,49330,98620,6
2019-06-11,3,68602,135026,6
2019-06-12,4,270599,15759,6
2019-06-13,1,695,0,6
2019-06-14,3,143212,15759,6
2019-06-15,4,198412,46458,6
2019-06-16,5,264631,119243,6
2019-06-17,3,193189,15759,6
2019-06-18,0,0,0,6
2019-06-19,4,87521,3012,6
2019-06-20,1,0,25895,6
2019-06-21,4,115376,31519,6
2019-06-22,4,195570,18085,6
2019-06-23,3,102904,47278,6
2019-06-24,2,0,113158,6
2019-06-25,8,382952,55899,6
2019-06-26,4,139239,49545,6
2019-06-27,3,250289,0,6
2019-06-28,2,37951,48554,6
2019-06-29,3,116668,31519,6
2019-06-30,4,159811,6424,6
2019-07-01,5,107883,135026,7
2019-07-02,2,68602,31519,7
2019-07-03,3,68602,53316,7
2019-07-04,2,34301,66685,7
2019-07-05,7,413661,31519,7
2019-07-06,5,121618,135002,7
2019-07-07,3,90747,31519,7
2019-07-08,2,25370,54784,7
2019-07-09,3,68602,31519,7
2019-07-10,2,68602,31519,7
2019-07-11,3,230344,31519,7
2019-07-12,5,313037,101507,7
2019-07-13,5,132025,100775,7
2019-07-14,3,140356,0,7
2019-07-15,2,50440,22372,7
2019-07-16,5,111759,29528,7
2019-07-17,6,422622,31519,7
2019-07-18,2,88564,15759,7
2019-07-19,6,108679,211230,7
2019-07-20,3,145715,31519,7
2019-07-21,1,34301,15759,7
2019-07-22,2,68602,31519,7
2019-07-23,6,325913,79137,7
2019-07-24,2,74124,61108,7
2019-07-25,6,204695,135002,7
2019-07-26,2,222609,0,7
2019-07-27,6,141604,90555,7
2019-07-28,3,88993,70022,7
2019-07-29,5,129860,46536,7
2019-07-30,3,107020,0,7
2019-07-31,7,114544,32274,7
2019-08-01,1,70709,0,8
2019-08-02,2,18018,15439,8
2019-08-03,1,35174,0,8
2019-08-04,6,233647,164189,8
2019-08-05,0,0,0,8
2019-08-06,4,126472,39929,8
2019-08-07,0,0,0,8
2019-08-08,2,38354,0,8
2019-08-09,6,362098,158208,8
2019-08-10,3,50301,48127,8
2019-08-11,1,77634,0,8
2019-08-12,1,79132,0,8
2019-08-13,1,0,27876,8
2019-08-14,3,226167,31519,8
2019-08-15,1,0,51136,8
2019-08-16,1,34301,15759,8
2019-08-17,5,190854,79792,8
2019-08-18,0,0,0,8
2019-08-19,3,65165,15759,8
2019-08-20,2,34301,24642,8
2019-08-21,0,0,0,8
2019-08-22,2,164605,54319,8
2019-08-23,4,1097,77031,8
2019-08-24,3,118693,15759,8
2019-08-25,5,247224,74967,8
2019-08-26,3,101577,15759,8
2019-08-27,2,89746,15759,8
2019-08-28,0,0,0,8
2019-08-29,5,346027,47278,8
2019-08-30,3,126202,31519,8
2019-08-31,1,0,0,8
2019-09-01,1,34301,15759,9
2019-09-02,3,75427,0,9
2019-09-03,6,155232,39297,9
2019-09-04,3,108761,15759,9
2019-09-05,5,96398,34850,9
2019-09-06,1,34301,15759,9
2019-09-07,3,102904,47278,9
2019-09-08,2,51976,15759,9
2019-09-09,3,166996,15759,9
2019-09-10,5,137205,118177,9
2019-09-11,1,34301,15759,9
2019-09-12,5,149034,129052,9
2019-09-13,6,266158,63038,9
2019-09-14,5,209753,31519,9
2019-09-15,2,82181,0,9
2019-09-16,3,113681,63192,9
2019-09-17,4,272472,31519,9
2019-09-18,5,233947,31519,9
2019-09-19,2,34301,15759,9
2019-09-20,2,87719,15759,9
2019-09-21,3,68602,49678,9
2019-09-22,2,34301,51528,9
2019-09-23,3,68602,31519,9
2019-09-24,0,0,0,9
2019-09-25,0,0,0,9
2019-09-26,2,68602,31519,9
2019-09-27,4,137205,63038,9
2019-09-28,4,110810,59197,9
2019-09-29,1,34301,15759,9
2019-09-30,5,199317,31519,9
2019-10-01,0,0,0,10
2019-10-02,1,38784,0,10
2019-10-03,2,34301,15759,10
2019-10-04,2,46359,15759,10
2019-10-05,1,34301,15759,10
2019-10-06,1,0,0,10
2019-10-07,2,113307,15759,10
2019-10-08,3,37231,70185,10
2019-10-09,3,131922,36552,10
2019-10-10,1,78405,0,10
2019-10-11,2,68602,31519,10
2019-10-12,3,96476,15759,10
2019-10-13,2,34301,15759,10
2019-10-14,3,68602,86095,10
2019-10-15,1,77604,0,10
2019-10-16,1,34301,15759,10
2019-10-17,1,0,0,10
2019-10-18,1,34301,15759,10
2019-10-19,1,34301,15759,10
2019-10-20,2,39306,15759,10
2019-10-21,4,109354,1603,10
2019-10-22,2,68602,31519,10
2019-10-23,2,88163,15759,10
2019-10-24,2,87488,15759,10
2019-10-25,3,232983,31519,10
2019-10-26,4,147391,32215,10
2019-10-27,3,34784,45586,10
2019-10-28,6,170770,15759,10
2019-10-29,2,68602,31519,10
2019-10-30,2,45986,15508,10
2019-10-31,4,129751,31519,10
2019-11-01,0,0,0,11
2019-11-02,2,68602,31519,11
2019-11-03,1,34301,15759,11
2019-11-04,5,157554,34305,11
2019-11-05,0,0,0,11
2019-11-06,2,68602,31519,11
2019-11-07,2,81349,15759,11
2019-11-08,3,34301,79738,11
2019-11-09,4,142307,31519,11
2019-11-10,1,0,5845,11
2019-11-11,4,76948,86255,11
2019-11-12,3,107981,15759,11
2019-11-13,1,0,0,11
2019-11-14,0,0,0,11
2019-11-15,1,0,46442,11
2019-11-16,2,107220,15759,11
2019-11-17,4,144236,31519,11
2019-11-18,2,89337,5044,11
2019-11-19,4,227893,31519,11
2019-11-20,4,202680,15759,11
2019-11-21,2,48908,103507,11
2019-11-22,2,82357,15759,11
2019-11-23,1,0,555,11
2019-11-24,1,41620,0,11
2019-11-25,2,16315,615,11
2019-11-26,4,160582,15759,11
2019-11-27,1,34301,15759,11
2019-11-28,2,34301,17541,11
2019-11-29,3,100924,15759,11
2019-11-30,4,207618,15759,11
2019-12-01,4,224955,31519,12
2019-12-02,3,120577,71347,12
2019-12-03,4,173874,31519,12
2019-12-04,1,0,32992,12
2019-12-05,3,146047,15759,12
2019-12-06,7,187246,64256,12
2019-12-07,4,121596,42036,12
2019-12-08,1,8843,0,12
2019-12-09,1,34301,15759,12
2019-12-10,2,4387,0,12
2019-12-11,2,87713,15759,12
2019-12-12,1,34301,15759,12
2019-12-13,1,34301,15759,12
2019-12-14,2,68602,31519,12
2019-12-15,2,133408,0,12
2019-12-16,1,55664,0,12
2019-12-17,4,102904,49209,12
2019-12-18,5,68602,95499,12
2019-12-19,2,166545,15759,12
2019-12-20,2,68602,31519,12
2019-12-21,1,34301,15759,12
2019-12-22,1,34301,15759,12
2019-12-23,1,55167,0,12
2019-12-24,5,181583,101773,12
2019-12-25,3,72528,119243,12
2019-12-26,3,102904,47278,12
2019-12-27,2,34301,119243,12
2019-12-28,4,113569,52854,12
2019-12-29,0,0,0,12
2019-12-30,5,81781,30641,12
2019-12-31,6,217506,63038,12
2020-01-01,2,68602,31519,1
2020-01-02,0,0,0,1
2020-01-03,2,68602,31519,1
2020-01-04,5,137205,69410,1
2020-01-05,1,34301,15759,1
2020-01-06,3,95305,31519,1
2020-01-07,2,162020,55139,1
2020-01-08,4,68714,42435,1
2020-01-09,5,163747,103045,1
2020-01-10,5,144346,65728,1
2020-01-11,4,137205,63038,1
2020-01-12,0,0,0,1
2020-01-13,1,34301,15759,1
2020-01-14,3,69415,15759,1
2020-01-15,3,90614,76767,1
2020-01-16,2,68602,31519,1
2020-01-17,2,68602,31519,1
2020-01-18,1,0,54229,1
2020-01-19,3,143408,31519,1
2020-01-20,6,171506,78797,1
2020-01-21,5,165747,63038,1
2020-01-22,0,0,0,1
2020-01-23,7,163051,74792,1
2020-01-24,1,34301,15759,1
2020-01-25,4,214063,31519,1
2020-01-26,1,34301,15759,1
2020-01-27,1,103384,0,1
2020-01-28,4,68769,32755,1
2020-01-29,7,210188,63748,1
2020-01-30,3,70466,165420,1
2020-01-31,1,79928,0,1
2020-02-01,2,25441,46855,2
2020-02-02,1,20999,0,2
2020-02-03,0,0,0,2
2020-02-04,2,34301,52199,2
2020-02-05,5,159162,47022,2
2020-02-06,1,0,42793,2
2020-02-07,0,0,0,2
2020-02-08,0,0,0,2
2020-02-09,1,0,54308,2
2020-02-10,0,0,0,2
2020-02-11,4,55549,70899,2
2020-02-12,4,115529,0,2
2020-02-13,5,190305,110945,2
2020-02-14,2,75238,0,2
2020-02-15,7,69917,125282,2
2020-02-16,6,261255,103581,2
2020-02-17,1,34301,15759,2
2020-02-18,3,107953,76184,2
2020-02-19,3,102904,47278,2
2020-02-20,6,139045,100216,2
2020-02-21,4,33525,122738,2
2020-02-22,1,34301,15759,2
2020-02-23,2,68602,31519,2
2020-02-24,1,76040,0,2
2020-02-25,1,34301,15759,2
2020-02-26,8,140750,235380,2
2020-02-27,3,236519,31519,2
2020-02-28,6,69160,84969,2
2020-02-29,5,145179,115544,2
2020-03-01,1,0,20461,3
2020-03-02,9,270347,152697,3
2020-03-03,3,109862,51195,3
2020-03-04,2,101328,50052,3
2020-03-05,8,196544,138644,3
2020-03-06,2,113000,15759,3
2020-03-07,6,203302,0,3
2020-03-08,1,0,31950,3
2020-03-09,3,130614,0,3
2020-03-10,6,425484,87523,3
2020-03-11,4,87225,97249,3
2020-03-12,5,158585,85992,3
2020-03-13,5,351096,0,3
2020-03-14,2,163646,50533,3
2020-03-15,2,0,149875,3
2020-03-16,3,60454,62571,3
2020-03-17,4,112043,68085,3
2020-03-18,2,165255,54827,3
2020-03-19,6,83195,217427,3
2020-03-20,2,107330,15759,3
2020-03-21,2,60671,53646,3
2020-03-22,3,166707,108002,3
2020-03-23,6,214180,136734,3
2020-03-24,2,96570,0,3
2020-03-25,5,334874,15759,3
2020-03-26,3,120183,15759,3
2020-03-27,2,44748,15759,3
2020-03-28,2,84305,15759,3
2020-03-29,2,72326,51272,3
2020-03-30,5,102917,112642,3
2020-03-31,5,310897,68662,3
2020-04-01,1,34301,15759,4
2020-04-02,3,88675,15759,4
2020-04-03,3,52540,61325,4
2020-04-04,1,11342,0,4
2020-04-05,3,35551,70353,4
2020-04-06,2,122157,0,4
2020-04-07,0,0,0,4
2020-04-08,5,332677,8499,4
2020-04-09,5,93430,32665,4
2020-04-10,3,206067,0,4
2020-04-11,1,158035,0,4
2020-04-12,2,79519,15759,4
2020-04-13,3,89053,21049,4
2020-04-14,1,0,1384,4
2020-04-15,2,72301,56317,4
2020-04-16,2,34792,51195,4
2020-04-17,4,112315,73047,4
2020-04-18,5,191880,35439,4
2020-04-19,2,87379,15759,4
2020-04-20,4,156500,47278,4
2020-04-21,1,103483,0,4
2020-04-22,3,88831,15759,4
2020-04-23,4,102904,47278,4
2020-04-24,2,112811,15759,4
2020-04-25,1,27212,0,4
2020-04-26,1,55227,0,4
2020-04-27,7,159184,59364,4
2020-04-28,4,106372,27003,4
2020-04-29,4,50880,126954,4
2020-04-30,0,0,0,4
2020-05-01,3,34301,115070,5
2020-05-02,7,297882,117667,5
2020-05-03,1,34301,15759,5
2020-05-04,3,113313,63445,5
2020-05-05,1,0,73160,5
2020-05-06,1,0,55455,5
2020-05-07,3,0,117153,5
2020-05-08,7,171162,170823,5
2020-05-09,2,68602,31519,5
2020-05-10,1,79187,0,5
2020-05-11,4,80489,107596,5
2020-05-12,5,179630,99546,5
2020-05-13,3,144924,15759,5
2020-05-14,4,133093,30892,5
2020-05-15,3,113569,44449,5
2020-05-16,6,204662,47535,5
2020-05-17,2,12087,15621,5
2020-05-18,3,70731,104192,5
2020-05-19,1,0,59055,5
2020-05-20,8,303298,125504,5
2020-05-21,4,80638,101813,5
2020-05-22,3,144686,31519,5
2020-05-23,1,0,4006,5
2020-05-24,1,35992,0,5
2020-05-25,3,0,138036,5
2020-05-26,1,77786,0,5
2020-05-27,4,98921,51228,5
2020-05-28,5,202985,25902,5
2020-05-29,2,54885,53089,5
2020-05-30,2,9287,75938,5
2020-05-31,4,60964,119460,5
2020-06-01,6,142217,107540,6
2020-06-02,5,234143,71535,6
2020-06-03,3,15853,80372,6
2020-06-04,3,51304,50888,6
2020-06-05,5,0,150283,6
2020-06-06,6,179882,73011,6
2020-06-07,4,99387,114909,6
2020-06-08,5,215630,63038,6
2020-06-09,0,0,0,6
2020-06-10,1,0,56054,6
2020-06-11,3,213758,86543,6
2020-06-12,3,115896,65960,6
2020-06-13,1,50600,0,6
2020-06-14,4,90296,22227,6
2020-06-15,3,34301,100069,6
2020-06-16,7,102718,185714,6
2020-06-17,2,11673,0,6
2020-06-18,2,87886,15759,6
2020-06-19,2,0,27070,6
2020-06-20,2,34301,65622,6
2020-06-21,1,34301,15759,6
2020-06-22,4,52490,138716,6
2020-06-23,1,34301,15759,6
2020-06-24,4,14583,112206,6
2020-06-25,2,164901,0,6
2020-06-26,5,34301,184349,6
2020-06-27,2,163990,2916,6
2020-06-28,3,17363,97478,6
2020-06-29,7,118198,195593,6
2020-06-30,2,53834,50064,6
2020-07-01,5,153101,76623,7
2020-07-02,3,22626,49392,7
2020-07-03,4,34301,153439,7
2020-07-04,4,122815,85899,7
2020-07-05,1,34301,15759,7
2020-07-06,8,116642,178486,7
2020-07-07,5,116201,100793,7
2020-07-08,2,0,31279,7
2020-07-09,4,182983,95771,7
2020-07-10,5,208770,102723,7
2020-07-11,2,77329,0,7
2020-07-12,3,93783,105241,7
2020-07-13,2,16600,25462,7
2020-07-14,4,201024,31519,7
2020-07-15,6,105157,212147,7
2020-07-16,3,89669,43969,7
2020-07-17,3,40675,87133,7
2020-07-18,6,246583,111522,7
2020-07-19,2,54101,52470,7
2020-07-20,4,68602,84849,7
2020-07-21,5,105683,50091,7
2020-07-22,4,95764,31519,7
2020-07-23,3,152725,0,7
2020-07-24,3,34301,77026,7
2020-07-25,5,35933,201553,7
2020-07-26,5,106777,140942,7
2020-07-27,4,0,142169,7
2020-07-28,2,77958,0,7
2020-07-29,3,54121,47195,7
2020-07-30,5,54077,126278,7
2020-07-31,5,228036,15759,7
2020-08-01,5,63249,206918,8
2020-08-02,3,53672,0,8
2020-08-03,1,0,51073,8
2020-08-04,2,34301,69224,8
2020-08-05,2,0,53800,8
2020-08-06,7,75585,159832,8
2020-08-07,3,47324,104778,8
2020-08-08,1,0,77813,8
2020-08-09,4,130402,70495,8
2020-08-10,2,34301,41431,8
2020-08-11,6,226580,80367,8
2020-08-12,5,271334,15759,8
2020-08-13,1,0,92426,8
2020-08-14,2,156320,0,8
2020-08-15,2,0,98522,8
2020-08-16,4,101066,36819,8
2020-08-17,4,134392,69468,8
2020-08-18,8,400961,66636,8
2020-08-19,5,45706,156175,8
2020-08-20,3,83937,0,8
2020-08-21,4,48425,149709,8
2020-08-22,4,34724,161937,8
2020-08-23,2,80589,15759,8
2020-08-24,8,395230,151250,8
2020-08-25,4,139481,51368,8
2020-08-26,2,68602,31519,8
2020-08-27,5,56361,132793,8
2020-08-28,7,187516,102344,8
2020-08-29,3,33546,83982,8
2020-08-30,1,27039,0,8
2020-08-31,3,54659,67032,8
2020-09-01,2,68602,31519,9
2020-09-02,4,113348,26593,9
2020-09-03,4,71183,161533,9
2020-09-04,8,210313,78627,9
2020-09-05,3,35933,60825,9
2020-09-06,2,76040,31259,9
2020-09-07,7,181832,121098,9
2020-09-08,3,115273,30983,9
2020-09-09,3,4084,32580,9
2020-09-10,2,53583,0,9
2020-09-11,3,89601,93118,9
2020-09-12,10,252639,181834,9
2020-09-13,2,95291,0,9
2020-09-14,7,182729,105146,9
2020-09-15,4,106816,49557,9
2020-09-16,1,55028,0,9
2020-09-17,6,215739,135663,9
2020-09-18,4,49085,86943,9
2020-09-19,5,255355,85926,9
2020-09-20,3,54327,48950,9
2020-09-21,2,66139,15759,9
2020-09-22,6,147943,135030,9
2020-09-23,2,85196,15759,9
2020-09-24,2,78240,28326,9
2020-09-25,5,103778,89416,9
2020-09-26,7,181523,69875,9
2020-09-27,6,408568,0,9
2020-09-28,4,198207,126621,9
2020-09-29,6,190633,117282,9
2020-09-30,1,72562,0,9
2020-10-01,3,149955,15759,10
2020-10-02,4,31679,185550,10
2020-10-03,5,193135,70325,10
2020-10-04,5,145779,73255,10
2020-10-05,4,269209,0,10
2020-10-06,4,102904,100485,10
2020-10-07,7,294694,171683,10
2020-10-08,5,262577,0,10
2020-10-09,4,101527,64297,10
2020-10-10,5,190053,90056,10
2020-10-11,3,81409,65940,10
2020-10-12,1,22859,0,10
2020-10-13,3,51359,107727,10
2020-10-14,2,37382,0,10
2020-10-15,2,34301,47077,10
2020-10-16,6,297437,63743,10
2020-10-17,3,147473,0,10
2020-10-18,2,0,114033,10
2020-10-19,5,173935,57428,10
2020-10-20,4,131007,15759,10
2020-10-21,2,3742,0,10
2020-10-22,8,188336,172351,10
2020-10-23,3,44268,130155,10
2020-10-24,5,335458,15759,10
2020-10-25,3,121759,25982,10
2020-10-26,7,208124,15759,10
2020-10-27,3,34301,68135,10
2020-10-28,3,222899,15759,10
2020-10-29,6,184886,78042,10
2020-10-30,5,131888,149809,10
2020-10-31,3,81297,69004,10
2020-11-01,3,89053,59880,11
2020-11-02,5,389339,15759,11
2020-11-03,2,112020,15759,11
2020-11-04,5,102904,175137,11
2020-11-05,4,110777,58533,11
2020-11-06,6,381409,54752,11
2020-11-07,5,120741,77631,11
2020-11-08,3,77497,66091,11
2020-11-09,2,100867,0,11
2020-11-10,5,261872,94355,11
2020-11-11,7,283777,86303,11
2020-11-12,3,109023,119243,11
2020-11-13,6,166277,79412,11
2020-11-14,0,0,0,11
2020-11-15,3,21535,158251,11
2020-11-16,6,292209,68737,11
2020-11-17,7,249053,69391,11
2020-11-18,3,246766,70939,11
2020-11-19,1,34301,15759,11
2020-11-20,4,68602,162085,11
2020-11-21,3,34301,69013,11
2020-11-22,5,176846,48679,11
2020-11-23,6,321072,0,11
2020-11-24,4,105811,124867,11
2020-11-25,9,343707,78797,11
2020-11-26,2,66647,0,11
2020-11-27,2,34301,94515,11
2020-11-28,2,75747,15759,11
2020-11-29,6,186966,135026,11
2020-11-30,5,225981,46812,11
2020-12-01,11,362562,144257,12
2020-12-02,1,0,0,12
2020-12-03,3,132582,15759,12
2020-12-04,7,217356,136696,12
2020-12-05,3,40714,103483,12
2020-12-06,1,82225,0,12
2020-12-07,4,264800,31519,12
2020-12-08,6,244068,72099,12
2020-12-09,7,345190,108268,12
2020-12-10,3,82587,54369,12
2020-12-11,1,17876,0,12
2020-12-12,6,228954,101855,12
2020-12-13,7,160168,140816,12
2020-12-14,4,34301,126459,12
2020-12-15,4,307488,15759,12
2020-12-16,5,213374,35572,12
2020-12-17,4,84602,25227,12
2020-12-18,5,300105,109693,12
2020-12-19,5,136431,82277,12
2020-12-20,6,202913,86945,12
2020-12-21,5,253567,92440,12
2020-12-22,4,78854,145267,12
2020-12-23,3,63383,81878,12
2020-12-24,4,208476,31519,12
2020-12-25,3,78644,81003,12
2020-12-26,7,226549,173574,12
2020-12-27,4,325244,31519,12
2020-12-28,1,34301,15759,12
2020-12-29,4,79093,139862,12
2020-12-30,0,0,0,12
2020-12-31,6,417400,77505,12
2021-01-01,2,0,64476,1
2021-01-02,7,227288,115373,1
2021-01-03,2,34301,42379,1
2021-01-04,4,196309,0,1
2021-01-05,5,199730,42163,1
2021-01-06,5,146667,83281,1
2021-01-07,4,220452,0,1
2021-01-08,4,46343,45540,1
2021-01-09,0,0,0,1
2021-01-10,6,331506,54576,1
2021-01-11,3,63377,84867,1
2021-01-12,2,89947,15759,1
2021-01-13,5,167262,80072,1
2021-01-14,3,150197,31519,1
2021-01-15,0,0,0,1
2021-01-16,5,247156,67221,1
2021-01-17,6,204039,156454,1
2021-01-18,9,461955,54440,1
2021-01-19,6,173860,142515,1
2021-01-20,5,78720,102550,1
2021-01-21,4,181450,47278,1
2021-01-22,5,68602,191637,1
2021-01-23,1,34301,15759,1
2021-01-24,0,0,0,1
2021-01-25,3,170270,53430,1
2021-01-26,3,34301,118276,1
2021-01-27,5,124122,77439,1
2021-01-28,3,232950,31519,1
2021-01-29,0,0,0,1
2021-01-30,5,73168,143739,1
2021-01-31,4,101802,54725,1
2021-02-01,1,34301,15759,2
2021-02-02,7,250354,78797,2
2021-02-03,2,77771,47893,2
2021-02-04,3,113607,15759,2
2021-02-05,3,102904,47278,2
2021-02-06,4,68602,153772,2
2021-02-07,2,199698,15759,2
2021-02-08,5,153666,47278,2
2021-02-09,4,496392,0,2
2021-02-10,3,108820,0,2
2021-02-11,4,266967,15759,2
2021-02-12,1,51168,0,2
2021-02-13,3,236268,31519,2
2021-02-14,3,35512,70389,2
2021-02-15,1,0,54817,2
2021-02-16,2,77611,46812,2
2021-02-17,3,146207,31519,2
2021-02-18,4,161421,0,2
2021-02-19,2,34301,56614,2
2021-02-20,1,34301,15759,2
2021-02-21,4,111542,65711,2
2021-02-22,2,34301,50288,2
2021-02-23,0,0,0,2
2021-02-24,3,114596,22472,2
2021-02-25,2,0,90915,2
2021-02-26,6,212542,101649,2
2021-02-27,1,0,0,2
2021-02-28,1,79730,0,2
2021-03-01,4,231709,15759,3
2021-03-02,3,190379,15759,3
2021-03-03,0,0,0,3
2021-03-04,1,162313,0,3
2021-03-05,4,149712,110385,3
2021-03-06,2,62358,15759,3
2021-03-07,1,34301,15759,3
2021-03-08,3,92193,67984,3
2021-03-09,2,60798,15759,3
2021-03-10,2,89016,15759,3
2021-03-11,1,51807,0,3
2021-03-12,4,106283,62081,3
2021-03-13,0,0,0,3
2021-03-14,2,60212,15759,3
2021-03-15,4,36992,100351,3
2021-03-16,4,107146,87713,3
2021-03-17,1,34301,15759,3
2021-03-18,4,161789,68233,3
2021-03-19,1,0,60683,3
2021-03-20,3,34301,69482,3
2021-03-21,0,0,0,3
2021-03-22,5,121166,52777,3
2021-03-23,0,0,0,3
2021-03-24,3,198145,72179,3
2021-03-25,5,124920,89137,3
2021-03-26,7,201965,173706,3
2021-03-27,3,112902,61389,3
2021-03-28,4,125061,79305,3
2021-03-29,5,222599,95313,3
2021-03-30,6,111655,100870,3
2021-03-31,6,279278,112717,3
2021-04-01,7,126476,223179,4
2021-04-02,3,114295,15759,4
2021-04-03,2,196051,15759,4
2021-04-04,5,142155,75118,4
2021-04-05,2,54389,15759,4
2021-04-06,4,40609,76918,4
2021-04-07,1,0,51323,4
2021-04-08,6,255581,102225,4
2021-04-09,4,66966,131342,4
2021-04-10,4,0,100230,4
2021-04-11,6,186863,86694,4
2021-04-12,2,0,26076,4
2021-04-13,5,189127,86113,4
