date,portcalls_dry_bulk,import_dry_bulk,export_dry_bulk,month
2019-07-02,1,79225,0,7
2019-07-03,2,20294,30399,7
2019-07-04,4,48398,139820,7
2019-07-05,1,78855,0,7
2019-07-06,4,99849,166493,7
2019-07-07,2,40589,60799,7
2019-07-08,2,0,71563,7
2019-07-09,4,57923,154507,7
2019-07-10,1,20294,30399,7
2019-07-11,0,0,0,7
2019-07-12,2,149820,0,7
2019-07-13,5,116678,157853,7
2019-07-14,0,0,0,7
2019-07-15,5,245824,98653,7
2019-07-16,4,0,99368,7
2019-07-17,1,0,51056,7
2019-07-18,0,0,0,7
2019-07-19,2,71481,30399,7
2019-07-20,2,20294,61040,7
2019-07-21,2,46869,557,7
2019-07-22,6,263191,60799,7
2019-07-23,1,0,0,7
2019-07-24,2,20294,78106,7
2019-07-25,3,39840,19228,7
2019-07-26,3,0,100213,7
2019-07-27,4,40589,161365,7
2019-07-28,1,0,48727,7
2019-07-29,2,13891,59711,7
2019-07-30,1,0,5074,7
2019-07-31,1,0,0,7
2019-08-01,3,86695,55598,8
2019-08-02,2,130538,0,8
2019-08-03,3,40799,66046,8
2019-08-04,2,20294,83706,8
2019-08-05,3,0,130405,8
2019-08-06,3,40589,99879,8
2019-08-07,1,0,27542,8
2019-08-08,0,0,0,8
2019-08-09,5,118421,159983,8
2019-08-10,2,0,137557,8
2019-08-11,2,20294,30399,8
2019-08-12,1,0,9351,8
2019-08-13,3,20294,90115,8
2019-08-14,4,72522,79391,8
2019-08-15,5,111165,126100,8
2019-08-16,1,0,54736,8
2019-08-17,2,55579,52885,8
2019-08-18,4,108129,72450,8
2019-08-19,2,53527,55139,8
2019-08-20,0,0,0,8
2019-08-21,5,134746,109443,8
2019-08-22,1,38060,0,8
2019-08-23,2,20294,41511,8
2019-08-24,4,40589,188191,8
2019-08-25,2,97375,30399,8
2019-08-26,3,89741,83927,8
2019-08-27,2,73118,0,8
2019-08-28,2,54771,77604,8
2019-08-29,1,1655,0,8
2019-08-30,1,0,75508,8
2019-08-31,2,53540,30399,8
2019-09-01,2,79260,52903,9
2019-09-02,1,20294,30399,9
2019-09-03,2,98542,30399,9
2019-09-04,3,76911,60799,9
2019-09-05,1,0,25528,9
2019-09-06,2,77884,4097,9
2019-09-07,2,0,74928,9
2019-09-08,3,113234,60799,9
2019-09-09,0,0,0,9
2019-09-10,2,20294,78234,9
2019-09-11,3,177383,0,9
2019-09-12,2,93455,30399,9
2019-09-13,4,68603,80535,9
2019-09-14,2,50831,30399,9
2019-09-15,2,118723,0,9
2019-09-16,1,0,13635,9
2019-09-17,1,78188,0,9
2019-09-18,5,102158,54826,9
2019-09-19,1,20294,30399,9
2019-09-20,4,139553,0,9
2019-09-21,1,0,0,9
2019-09-22,0,0,0,9
2019-09-23,2,20294,101768,9
2019-09-24,1,20294,30399,9
2019-09-25,0,0,0,9
2019-09-26,4,116840,91199,9
2019-09-27,3,30732,86295,9
2019-09-28,2,20294,39416,9
2019-09-29,2,54600,0,9
2019-09-30,3,156697,24248,9
2019-10-01,2,4224,56328,10
2019-10-02,2,20294,47526,10
2019-10-03,1,20294,30399,10
2019-10-04,4,122021,42050,10
2019-10-05,0,0,0,10
2019-10-06,1,20294,30399,10
2019-10-07,1,73171,0,10
2019-10-08,1,0,75368,10
2019-10-09,1,0,13238,10
2019-10-10,3,208,11208,10
2019-10-11,2,3807,21075,10
2019-10-12,4,20294,185380,10
2019-10-13,2,84921,0,10
2019-10-14,1,0,28085,10
2019-10-15,0,0,0,10
2019-10-16,1,0,10517,10
2019-10-17,3,44193,86785,10
2019-10-18,4,99274,51916,10
2019-10-19,5,40589,207821,10
2019-10-20,1,20294,30399,10
2019-10-21,2,51284,27542,10
2019-10-22,1,20294,30399,10
2019-10-23,1,0,70953,10
2019-10-24,1,20294,30399,10
2019-10-25,2,8458,0,10
2019-10-26,2,38562,30399,10
2019-10-27,1,72918,0,10
2019-10-28,1,20294,30399,10
2019-10-29,3,74026,74459,10
2019-10-30,2,20294,40712,10
2019-10-31,3,0,127104,10
2019-11-01,2,40589,60799,11
2019-11-02,2,40589,60799,11
2019-11-03,1,0,54349,11
2019-11-04,3,53439,0,11
2019-11-05,1,20294,30399,11
2019-11-06,4,58613,104536,11
2019-11-07,4,8748,82792,11
2019-11-08,0,0,0,11
2019-11-09,0,0,0,11
2019-11-10,4,112395,115294,11
2019-11-11,2,20294,32225,11
2019-11-12,1,0,41353,11
2019-11-13,3,20294,146023,11
2019-11-14,6,193863,168878,11
2019-11-15,0,0,0,11
2019-11-16,3,20294,112213,11
2019-11-17,2,93161,30399,11
2019-11-18,2,55608,0,11
2019-11-19,4,74776,107871,11
2019-11-20,2,0,56343,11
2019-11-21,3,20294,111346,11
2019-11-22,2,975,11418,11
2019-11-23,1,79461,0,11
2019-11-24,1,20294,30399,11
2019-11-25,4,40589,186998,11
2019-11-26,1,0,71747,11
2019-11-27,3,69434,53456,11
2019-11-28,0,0,0,11
2019-11-29,7,248512,145362,11
2019-11-30,2,40589,60799,11
2019-12-01,1,20294,30399,12
2019-12-02,2,20294,52941,12
2019-12-03,2,75931,30399,12
2019-12-04,3,20294,36252,12
2019-12-05,1,20294,30399,12
2019-12-06,0,0,0,12
2019-12-07,0,0,0,12
2019-12-08,0,0,0,12
2019-12-09,3,177445,30399,12
2019-12-10,0,0,0,12
2019-12-11,1,21808,0,12
2019-12-12,2,0,58381,12
2019-12-13,3,60884,91199,12
2019-12-14,3,60884,91199,12
2019-12-15,2,20294,32069,12
2019-12-16,3,60884,91199,12
2019-12-17,2,57010,30399,12
2019-12-18,4,154241,85539,12
2019-12-19,1,20294,30399,12
2019-12-20,4,99355,60799,12
2019-12-21,5,96906,145638,12
2019-12-22,1,0,53439,12
2019-12-23,1,0,0,12
2019-12-24,4,117880,60799,12
2019-12-25,4,100175,130233,12
2019-12-26,1,0,0,12
2019-12-27,3,61797,60799,12
2019-12-28,1,0,29128,12
2019-12-29,1,24181,0,12
2019-12-30,5,56709,173968,12
2019-12-31,2,40589,60799,12
2020-01-01,3,80324,30399,1
2020-01-02,1,0,68135,1
2020-01-03,4,170609,30399,1
2020-01-04,5,115821,211711,1
2020-01-05,2,0,59082,1
2020-01-06,2,0,108097,1
2020-01-07,3,134615,30399,1
2020-01-08,3,40589,132547,1
2020-01-09,1,0,73626,1
2020-01-10,1,20294,30399,1
2020-01-11,5,40171,99571,1
2020-01-12,0,0,0,1
2020-01-13,0,0,0,1
2020-01-14,2,22345,30399,1
2020-01-15,2,73306,6175,1
2020-01-16,5,101473,151999,1
2020-01-17,1,20294,30399,1
2020-01-18,2,0,80942,1
2020-01-19,2,20294,107340,1
2020-01-20,2,0,25105,1
2020-01-21,3,99639,103926,1
2020-01-22,4,40589,186254,1
2020-01-23,3,49187,131405,1
2020-01-24,1,20294,30399,1
2020-01-25,2,20294,77558,1
2020-01-26,1,0,55415,1
2020-01-27,5,90678,190666,1
2020-01-28,2,0,115521,1
2020-01-29,1,0,0,1
2020-01-30,3,0,125231,1
2020-01-31,2,87315,0,1
2020-02-01,1,20294,30399,2
2020-02-02,1,0,0,2
2020-02-03,4,48887,115021,2
2020-02-04,0,0,0,2
2020-02-05,1,78244,0,2
2020-02-06,2,55105,0,2
2020-02-07,2,53250,76562,2
2020-02-08,2,20294,60307,2
2020-02-09,1,20294,30399,2
2020-02-10,4,33199,208126,2
2020-02-11,2,79461,54499,2
2020-02-12,3,75731,90966,2
2020-02-13,2,20294,101358,2
2020-02-14,2,79153,71054,2
2020-02-15,4,35514,97876,2
2020-02-16,3,86215,60799,2
2020-02-17,1,20294,30399,2
2020-02-18,3,20294,135941,2
2020-02-19,1,31213,0,2
2020-02-20,1,0,63550,2
2020-02-21,4,119879,30399,2
2020-02-22,6,131539,144147,2
2020-02-23,2,96309,30399,2
2020-02-24,4,53018,84894,2
2020-02-25,3,62450,86166,2
2020-02-26,2,72937,60666,2
2020-02-27,5,98092,186909,2
2020-02-28,2,117661,0,2
2020-02-29,0,0,0,2
2020-03-01,1,0,0,3
2020-03-02,3,40589,80413,3
2020-03-03,2,44062,71664,3
2020-03-04,2,54606,53551,3
2020-03-05,2,29344,71054,3
2020-03-06,4,101447,60799,3
2020-03-07,3,81367,75368,3
2020-03-08,4,60884,167105,3
2020-03-09,4,119610,116422,3
2020-03-10,2,78277,77604,3
2020-03-11,2,40589,60799,3
2020-03-12,0,0,0,3
2020-03-13,3,21477,102064,3
2020-03-14,0,0,0,3
2020-03-15,3,20294,148708,3
2020-03-16,4,93072,89983,3
2020-03-17,2,24892,29125,3
2020-03-18,4,137462,80021,3
2020-03-19,3,0,50795,3
2020-03-20,1,0,10821,3
2020-03-21,1,20294,30399,3
2020-03-22,0,0,0,3
2020-03-23,4,112253,131878,3
2020-03-24,1,0,60473,3
2020-03-25,1,20294,30399,3
2020-03-26,4,193494,0,3
2020-03-27,4,96611,159518,3
2020-03-28,2,40589,60799,3
2020-03-29,0,0,0,3
2020-03-30,2,0,91224,3
2020-03-31,5,51299,61885,3
2020-04-01,4,93646,115124,4
2020-04-02,3,91730,29234,4
2020-04-03,1,48645,0,4
2020-04-04,2,20294,84940,4
2020-04-05,2,92261,30399,4
2020-04-06,2,54138,53222,4
2020-04-07,0,0,0,4
2020-04-08,2,98875,30399,4
2020-04-09,1,0,25891,4
2020-04-10,3,108569,53162,4
2020-04-11,2,78447,0,4
2020-04-12,4,96143,85217,4
2020-04-13,7,207070,191315,4
2020-04-14,2,75019,30399,4
2020-04-15,2,20294,102064,4
2020-04-16,5,148606,134587,4
2020-04-17,1,20294,30399,4
2020-04-18,6,199451,156097,4
2020-04-19,0,0,0,4
2020-04-20,2,0,124619,4
2020-04-21,0,0,0,4
2020-04-22,7,92059,279336,4
2020-04-23,3,62173,91190,4
2020-04-24,0,0,0,4
2020-04-25,5,60995,132646,4
2020-04-26,2,55288,54724,4
2020-04-27,4,71273,126636,4
2020-04-28,0,0,0,4
2020-04-29,3,20294,136913,4
2020-04-30,2,42518,30399,4
2020-05-01,1,389,0,5
2020-05-02,3,76086,30399,5
2020-05-03,5,106312,143192,5
2020-05-04,3,20294,141039,5
2020-05-05,5,72568,191848,5
2020-05-06,1,0,71664,5
2020-05-07,1,0,50097,5
2020-05-08,2,70953,33199,5
2020-05-09,5,23231,119783,5
2020-05-10,3,74968,47688,5
2020-05-11,3,20294,106376,5
2020-05-12,3,0,71819,5
2020-05-13,0,0,0,5
2020-05-14,2,20294,84713,5
2020-05-15,3,20294,114079,5
2020-05-16,2,73275,75368,5
2020-05-17,6,99122,139062,5
2020-05-18,0,0,0,5
2020-05-19,0,0,0,5
2020-05-20,0,0,0,5
2020-05-21,7,62456,146584,5
2020-05-22,2,43871,54489,5
2020-05-23,3,20294,143717,5
2020-05-24,2,0,104207,5
2020-05-25,1,20294,30399,5
2020-05-26,2,20294,60606,5
2020-05-27,4,108700,72444,5
2020-05-28,5,835,116639,5
2020-05-29,0,0,0,5
2020-05-30,4,107649,68012,5
2020-05-31,3,53739,60998,5
2020-06-01,3,20294,77145,6
2020-06-02,6,208959,159051,6
2020-06-03,3,108086,51046,6
2020-06-04,1,0,55766,6
2020-06-05,7,54305,120552,6
2020-06-06,5,97077,113516,6
2020-06-07,3,20294,129631,6
2020-06-08,5,140193,110978,6
2020-06-09,4,40589,114875,6
2020-06-10,2,0,81365,6
2020-06-11,3,72885,53500,6
2020-06-12,5,60884,203871,6
2020-06-13,4,98437,52831,6
2020-06-14,3,103514,69682,6
2020-06-15,3,20294,57329,6
2020-06-16,3,54617,132626,6
2020-06-17,6,56152,123288,6
2020-06-18,2,20294,86166,6
2020-06-19,2,0,126093,6
2020-06-20,2,0,31074,6
2020-06-21,1,0,0,6
2020-06-22,4,148660,113413,6
2020-06-23,2,65345,30399,6
2020-06-24,4,58536,103786,6
2020-06-25,2,20294,63599,6
2020-06-26,4,40589,186946,6
2020-06-27,4,0,169742,6
2020-06-28,4,62072,166140,6
2020-06-29,2,0,104110,6
2020-06-30,4,20294,110503,6
2020-07-01,3,170075,30399,7
2020-07-02,1,0,55475,7
2020-07-03,1,20294,30399,7
2020-07-04,4,74071,83677,7
2020-07-05,6,100060,203388,7
2020-07-06,2,20294,84768,7
2020-07-07,5,73435,114596,7
2020-07-08,3,79090,81675,7
2020-07-09,7,159982,133513,7
2020-07-10,1,20294,30399,7
2020-07-11,2,0,72978,7
2020-07-12,3,78511,58316,7
2020-07-13,2,1847,75368,7
2020-07-14,2,0,71026,7
2020-07-15,3,47550,84199,7
2020-07-16,1,78435,0,7
2020-07-17,5,176655,86166,7
2020-07-18,3,20294,119215,7
2020-07-19,2,40589,60799,7
2020-07-20,1,0,48279,7
2020-07-21,4,118215,60799,7
2020-07-22,2,40589,60799,7
2020-07-23,0,0,0,7
2020-07-24,1,29798,0,7
2020-07-25,5,149063,116982,7
2020-07-26,2,94366,30399,7
2020-07-27,3,78605,71791,7
2020-07-28,3,0,87912,7
2020-07-29,3,16171,21447,7
2020-07-30,1,0,58649,7
2020-07-31,6,156161,82457,7
2020-08-01,3,20294,61718,8
2020-08-02,4,20294,160239,8
2020-08-03,3,81231,60799,8
2020-08-04,6,73177,253627,8
2020-08-05,2,0,87965,8
2020-08-06,2,0,97324,8
2020-08-07,4,0,208645,8
2020-08-08,2,60661,45927,8
2020-08-09,3,132960,52882,8
2020-08-10,3,20294,146947,8
2020-08-11,3,57937,89455,8
2020-08-12,1,0,0,8
2020-08-13,3,0,191889,8
2020-08-14,5,113970,175224,8
2020-08-15,1,75368,0,8
2020-08-16,2,0,54111,8
2020-08-17,5,29969,149340,8
2020-08-18,3,40589,115617,8
2020-08-19,1,63104,0,8
2020-08-20,3,98781,62219,8
2020-08-21,4,124373,99012,8
2020-08-22,4,71054,158678,8
2020-08-23,1,20294,30399,8
2020-08-24,2,40589,60799,8
2020-08-25,0,0,0,8
2020-08-26,0,0,0,8
2020-08-27,5,101571,138003,8
2020-08-28,5,0,156449,8
2020-08-29,3,40589,95811,8
2020-08-30,6,58346,178777,8
2020-08-31,3,61735,35059,8
2020-09-01,2,56709,30399,9
2020-09-02,3,40589,106215,9
2020-09-03,2,0,106876,9
2020-09-04,4,99614,76255,9
2020-09-05,0,0,0,9
2020-09-06,2,20294,83884,9
2020-09-07,4,99823,84244,9
2020-09-08,2,0,28606,9
2020-09-09,7,98645,170975,9
2020-09-10,2,20294,99831,9
2020-09-11,1,0,56036,9
2020-09-12,1,0,49866,9
2020-09-13,4,154197,60799,9
2020-09-14,1,73183,0,9
2020-09-15,1,0,54277,9
2020-09-16,2,39409,0,9
2020-09-17,3,38723,126133,9
2020-09-18,5,0,188579,9
2020-09-19,0,0,0,9
2020-09-20,3,20294,83951,9
2020-09-21,4,74393,160282,9
2020-09-22,2,41775,55089,9
2020-09-23,2,78165,0,9
2020-09-24,3,54491,60799,9
2020-09-25,4,115313,75587,9
2020-09-26,4,35041,69239,9
2020-09-27,0,0,0,9
2020-09-28,3,101724,60799,9
2020-09-29,1,0,56469,9
2020-09-30,4,103865,55222,9
2020-10-01,3,42429,108855,10
2020-10-02,2,72554,30399,10
2020-10-03,1,0,0,10
2020-10-04,1,27076,0,10
2020-10-05,4,55691,108439,10
2020-10-06,5,254751,81954,10
2020-10-07,3,69502,30399,10
2020-10-08,2,20294,83489,10
2020-10-09,3,20294,60652,10
2020-10-10,4,111658,139554,10
2020-10-11,2,40589,60799,10
2020-10-12,4,134768,60799,10
2020-10-13,1,20294,30399,10
2020-10-14,0,0,0,10
2020-10-15,0,0,0,10
2020-10-16,6,102652,186819,10
2020-10-17,2,78618,23180,10
2020-10-18,1,0,53664,10
2020-10-19,2,0,2319,10
2020-10-20,3,80956,53054,10
2020-10-21,1,26907,0,10
2020-10-22,0,0,0,10
2020-10-23,4,97625,162209,10
2020-10-24,1,20294,30399,10
2020-10-25,5,123680,49775,10
2020-10-26,3,40589,119382,10
2020-10-27,1,20294,30399,10
2020-10-28,2,42156,54133,10
2020-10-29,3,84529,60799,10
2020-10-30,5,99175,160316,10
2020-10-31,4,61068,91359,10
2020-11-01,6,88199,215817,11
2020-11-02,1,78050,0,11
2020-11-03,4,60134,142920,11
2020-11-04,3,20294,134330,11
2020-11-05,4,137359,84803,11
2020-11-06,1,78802,0,11
2020-11-07,4,182168,54328,11
2020-11-08,2,132165,0,11
2020-11-09,1,0,55766,11
2020-11-10,0,0,0,11
2020-11-11,2,40589,60799,11
2020-11-12,2,78612,67264,11
2020-11-13,0,0,0,11
2020-11-14,3,40589,116254,11
2020-11-15,1,75474,0,11
2020-11-16,3,20294,123614,11
2020-11-17,4,20294,89423,11
2020-11-18,5,183247,53911,11
2020-11-19,4,98669,85244,11
2020-11-20,7,332641,72866,11
2020-11-21,2,62215,0,11
2020-11-22,4,112701,76536,11
2020-11-23,3,73891,54329,11
2020-11-24,1,76329,0,11
2020-11-25,3,77284,122948,11
2020-11-26,5,173149,109304,11
2020-11-27,3,74770,60907,11
2020-11-28,2,20294,106465,11
2020-11-29,0,0,0,11
2020-11-30,0,0,0,11
2020-12-01,3,40589,87576,12
2020-12-02,2,0,126803,12
2020-12-03,3,153189,55766,12
2020-12-04,2,54926,15678,12
2020-12-05,3,20294,55960,12
2020-12-06,2,104322,0,12
2020-12-07,1,0,49132,12
2020-12-08,6,150251,151032,12
2020-12-09,0,0,0,12
2020-12-10,4,127259,102307,12
2020-12-11,3,40589,60799,12
2020-12-12,1,37334,0,12
2020-12-13,4,98989,156873,12
2020-12-14,3,137001,53528,12
2020-12-15,2,0,80183,12
2020-12-16,4,186683,30399,12
2020-12-17,4,40589,108436,12
2020-12-18,3,177493,30399,12
2020-12-19,3,73238,85404,12
2020-12-20,1,78724,0,12
2020-12-21,1,0,73198,12
2020-12-22,2,78763,54724,12
2020-12-23,2,40589,60799,12
2020-12-24,3,20432,106305,12
2020-12-25,3,49631,83250,12
2020-12-26,0,0,0,12
2020-12-27,2,40589,60799,12
2020-12-28,2,155492,0,12
2020-12-29,1,33926,0,12
2020-12-30,4,99274,60855,12
2020-12-31,1,0,0,12
2021-01-01,5,101929,141458,1
2021-01-02,2,80196,0,1
2021-01-03,1,0,56552,1
2021-01-04,5,166341,120191,1
2021-01-05,3,95572,60799,1
2021-01-06,2,20294,83658,1
2021-01-07,7,61619,304576,1
2021-01-08,0,0,0,1
2021-01-09,3,43475,79303,1
2021-01-10,2,62426,70367,1
2021-01-11,3,60884,91199,1
2021-01-12,2,0,148390,1
2021-01-13,3,118644,60799,1
2021-01-14,0,0,0,1
2021-01-15,2,90775,0,1
2021-01-16,3,60884,91199,1
2021-01-17,1,0,71664,1
2021-01-18,1,20294,30399,1
2021-01-19,5,176529,110948,1
2021-01-20,5,40589,153943,1
2021-01-21,2,0,127382,1
2021-01-22,6,191893,119590,1
2021-01-23,3,40589,128137,1
2021-01-24,1,0,54447,1
2021-01-25,1,42156,0,1
2021-01-26,3,20294,110934,1
2021-01-27,2,18450,33686,1
2021-01-28,3,957,52410,1
2021-01-29,2,40589,60799,1
2021-01-30,4,0,156821,1
2021-01-31,4,96335,83437,1
2021-02-01,2,40589,60799,2
2021-02-02,1,71615,0,2
2021-02-03,4,40589,138476,2
2021-02-04,1,54392,0,2
2021-02-05,3,105868,30399,2
2021-02-06,2,20294,102064,2
2021-02-07,2,0,123639,2
2021-02-08,3,0,120376,2
2021-02-09,4,97640,155071,2
2021-02-10,3,39650,30399,2
2021-02-11,1,20294,30399,2
2021-02-12,1,20294,30399,2
2021-02-13,4,20294,77208,2
2021-02-14,1,20294,30399,2
2021-02-15,3,40589,115258,2
2021-02-16,6,118959,119702,2
2021-02-17,1,78249,0,2
2021-02-18,2,0,78082,2
2021-02-19,3,134936,49032,2
2021-02-20,0,0,0,2
2021-02-21,2,0,128261,2
2021-02-22,3,35930,76997,2
2021-02-23,3,126129,30399,2
2021-02-24,5,143781,158471,2
2021-02-25,3,151181,26622,2
2021-02-26,8,179133,199450,2
2021-02-27,1,0,75518,2
2021-02-28,3,25557,75439,2
2021-03-01,4,74658,169859,3
2021-03-02,1,0,55475,3
2021-03-03,3,78228,52882,3
2021-03-04,2,70367,51517,3
2021-03-05,3,40589,110114,3
2021-03-06,3,60884,91199,3
2021-03-07,2,0,79565,3
2021-03-08,5,97625,174718,3
2021-03-09,2,4283,31493,3
2021-03-10,4,203257,30399,3
2021-03-11,1,0,22612,3
2021-03-12,4,88211,53283,3
2021-03-13,0,0,0,3
2021-03-14,3,20294,98055,3
2021-03-15,3,3421,61753,3
2021-03-16,3,79335,155377,3
2021-03-17,4,91138,202678,3
2021-03-18,2,20294,55767,3
2021-03-19,5,70843,193302,3
2021-03-20,1,29120,0,3
2021-03-21,6,98056,177601,3
2021-03-22,3,20294,141751,3
2021-03-23,1,0,27434,3
2021-03-24,3,0,182449,3
2021-03-25,4,76974,161547,3
2021-03-26,1,40507,0,3
2021-03-27,5,99578,189516,3
2021-03-28,2,58559,49977,3
2021-03-29,3,20294,131987,3
2021-03-30,7,337102,144866,3
2021-03-31,2,6178,45908,3
2021-04-01,2,0,100200,4
2021-04-02,2,79117,30399,4
2021-04-03,4,120138,155619,4
2021-04-04,2,26953,53242,4
2021-04-05,1,20294,30399,4
2021-04-06,3,20294,31487,4
2021-04-07,2,77256,30551,4
2021-04-08,4,40589,122614,4
2021-04-09,5,133134,107569,4
2021-04-10,2,78777,52805,4
2021-04-11,3,71664,102316,4
2021-04-12,5,128934,198119,4
2021-04-13,3,99229,30399,4
2021-04-14,4,20294,134166,4
2021-04-15,4,20294,115220,4
2021-04-16,1,34223,0,4
2021-04-17,2,41141,54304,4
2021-04-18,1,0,56015,4
2021-04-19,4,79503,105675,4
2021-04-20,3,20294,146807,4
2021-04-21,6,84970,186421,4
