date,portcalls_dry_bulk,import_dry_bulk,export_dry_bulk,month
2019-05-07,3,118618,19147,5
2019-05-08,1,25139,0,5
2019-05-09,0,0,0,5
2019-05-10,1,41472,19147,5
2019-05-11,3,57884,1108,5
2019-05-12,1,78945,0,5
2019-05-13,0,0,0,5
2019-05-14,2,119555,19147,5
2019-05-15,0,0,0,5
2019-05-16,1,45677,0,5
2019-05-17,2,98681,0,5
2019-05-18,1,42372,0,5
2019-05-19,1,183408,0,5
2019-05-20,0,0,0,5
2019-05-21,0,0,0,5
2019-05-22,0,0,0,5
2019-05-23,2,41472,70198,5
2019-05-24,0,0,0,5
2019-05-25,2,86144,54252,5
2019-05-26,0,0,0,5
2019-05-27,2,41551,52402,5
2019-05-28,0,0,0,5
2019-05-29,1,33510,0,5
2019-05-30,0,0,0,5
2019-05-31,1,41641,0,5
2019-06-01,0,0,0,6
2019-06-02,1,41472,19147,6
2019-06-03,0,0,0,6
2019-06-04,0,0,0,6
2019-06-05,3,66952,19147,6
2019-06-06,0,0,0,6
2019-06-07,3,16029,49316,6
2019-06-08,1,23186,0,6
2019-06-09,1,67440,0,6
2019-06-10,2,78076,0,6
2019-06-11,1,72713,0,6
2019-06-12,3,119304,35129,6
2019-06-13,0,0,0,6
2019-06-14,0,0,0,6
2019-06-15,2,41472,73712,6
2019-06-16,0,0,0,6
2019-06-17,2,41472,69003,6
2019-06-18,0,0,0,6
2019-06-19,2,163161,21546,6
2019-06-20,1,74367,0,6
2019-06-21,1,69811,0,6
2019-06-22,2,82944,19147,6
2019-06-23,0,0,0,6
2019-06-24,2,5991,53220,6
2019-06-25,2,113732,19147,6
2019-06-26,1,64348,0,6
2019-06-27,1,41472,19147,6
2019-06-28,1,0,47130,6
2019-06-29,1,0,73495,6
2019-06-30,0,0,0,6
2019-07-01,0,0,0,7
2019-07-02,2,41472,65515,7
2019-07-03,0,0,0,7
2019-07-04,2,120170,19147,7
2019-07-05,0,0,0,7
2019-07-06,1,41472,19147,7
2019-07-07,1,78586,0,7
2019-07-08,0,0,0,7
2019-07-09,0,0,0,7
2019-07-10,2,41472,47793,7
2019-07-11,1,75282,0,7
2019-07-12,2,3472,28111,7
2019-07-13,1,41472,19147,7
2019-07-14,0,0,0,7
2019-07-15,1,162711,0,7
2019-07-16,3,82944,91949,7
2019-07-17,0,0,0,7
2019-07-18,1,0,0,7
2019-07-19,2,95243,19147,7
2019-07-20,0,0,0,7
2019-07-21,2,41472,73412,7
2019-07-22,4,202349,19631,7
2019-07-23,0,0,0,7
2019-07-24,1,41472,19147,7
2019-07-25,0,0,0,7
2019-07-26,0,0,0,7
2019-07-27,2,111985,0,7
2019-07-28,1,10641,0,7
2019-07-29,1,0,26429,7
2019-07-30,0,0,0,7
2019-07-31,3,77604,73302,7
2019-08-01,1,0,79212,8
2019-08-02,2,41472,62922,8
2019-08-03,1,0,5005,8
2019-08-04,1,0,404,8
2019-08-05,1,51040,0,8
2019-08-06,1,0,70777,8
2019-08-07,0,0,0,8
2019-08-08,1,0,54304,8
2019-08-09,3,103199,41761,8
2019-08-10,2,172244,54185,8
2019-08-11,1,78940,0,8
2019-08-12,1,0,27514,8
2019-08-13,1,174128,0,8
2019-08-14,1,41472,19147,8
2019-08-15,1,31218,0,8
2019-08-16,2,41472,72019,8
2019-08-17,1,80147,0,8
2019-08-18,0,0,0,8
2019-08-19,1,41472,19147,8
2019-08-20,2,85301,19147,8
2019-08-21,1,60064,0,8
2019-08-22,0,0,0,8
2019-08-23,0,0,0,8
2019-08-24,1,0,15329,8
2019-08-25,0,0,0,8
2019-08-26,3,245197,0,8
2019-08-27,2,60779,19147,8
2019-08-28,1,0,50820,8
2019-08-29,2,82944,38295,8
2019-08-30,1,0,6299,8
2019-08-31,0,0,0,8
2019-09-01,0,0,0,9
2019-09-02,0,0,0,9
2019-09-03,1,57908,0,9
2019-09-04,2,0,49647,9
2019-09-05,1,0,22519,9
2019-09-06,1,41472,19147,9
2019-09-07,1,41472,19147,9
2019-09-08,0,0,0,9
2019-09-09,0,0,0,9
2019-09-10,0,0,0,9
2019-09-11,2,198609,0,9
2019-09-12,0,0,0,9
2019-09-13,2,53182,19147,9
2019-09-14,0,0,0,9
2019-09-15,1,0,58956,9
2019-09-16,0,0,0,9
2019-09-17,0,0,0,9
2019-09-18,1,0,14007,9
2019-09-19,1,0,51774,9
2019-09-20,1,41472,19147,9
2019-09-21,0,0,0,9
2019-09-22,0,0,0,9
2019-09-23,0,0,0,9
2019-09-24,1,0,29683,9
2019-09-25,0,0,0,9
2019-09-26,2,82944,38295,9
2019-09-27,1,41472,19147,9
2019-09-28,2,82944,38295,9
2019-09-29,0,0,0,9
2019-09-30,1,0,29108,9
2019-10-01,1,0,11091,10
2019-10-02,1,41472,19147,10
2019-10-03,1,41472,19147,10
2019-10-04,0,0,0,10
2019-10-05,2,82944,38295,10
2019-10-06,0,0,0,10
2019-10-07,0,0,0,10
2019-10-08,0,0,0,10
2019-10-09,1,0,9899,10
2019-10-10,2,102359,19147,10
2019-10-11,1,41472,19147,10
2019-10-12,1,4839,0,10
2019-10-13,1,50215,0,10
2019-10-14,0,0,0,10
2019-10-15,1,80307,0,10
2019-10-16,0,0,0,10
2019-10-17,0,0,0,10
2019-10-18,2,0,53583,10
2019-10-19,0,0,0,10
2019-10-20,0,0,0,10
2019-10-21,0,0,0,10
2019-10-22,1,41472,19147,10
2019-10-23,0,0,0,10
2019-10-24,3,136576,19147,10
2019-10-25,1,0,32718,10
2019-10-26,0,0,0,10
2019-10-27,1,0,54397,10
2019-10-28,0,0,0,10
2019-10-29,3,82944,80710,10
2019-10-30,0,0,0,10
2019-10-31,2,162623,49299,10
2019-11-01,1,41472,19147,11
2019-11-02,0,0,0,11
2019-11-03,0,0,0,11
2019-11-04,3,110329,38295,11
2019-11-05,3,109444,38295,11
2019-11-06,0,0,0,11
2019-11-07,2,0,34809,11
2019-11-08,0,0,0,11
2019-11-09,0,0,0,11
2019-11-10,0,0,0,11
2019-11-11,2,0,83026,11
2019-11-12,1,41472,19147,11
2019-11-13,2,42059,19147,11
2019-11-14,0,0,0,11
2019-11-15,0,0,0,11
2019-11-16,1,41472,19147,11
2019-11-17,1,41472,19147,11
2019-11-18,0,0,0,11
2019-11-19,1,0,8473,11
2019-11-20,1,41472,19147,11
2019-11-21,0,0,0,11
2019-11-22,0,0,0,11
2019-11-23,0,0,0,11
2019-11-24,2,242086,0,11
2019-11-25,0,0,0,11
2019-11-26,1,0,10004,11
2019-11-27,0,0,0,11
2019-11-28,0,0,0,11
2019-11-29,1,78625,0,11
2019-11-30,1,41472,19147,11
2019-12-01,1,0,54564,12
2019-12-02,1,41472,19147,12
2019-12-03,1,0,0,12
2019-12-04,0,0,0,12
2019-12-05,0,0,0,12
2019-12-06,2,90269,0,12
2019-12-07,0,0,0,12
2019-12-08,0,0,0,12
2019-12-09,1,0,55776,12
2019-12-10,1,41472,19147,12
2019-12-11,1,41472,19147,12
2019-12-12,0,0,0,12
2019-12-13,0,0,0,12
2019-12-14,0,0,0,12
2019-12-15,1,41472,19147,12
2019-12-16,1,41472,19147,12
2019-12-17,2,41472,73222,12
2019-12-18,2,70971,19147,12
2019-12-19,2,0,85776,12
2019-12-20,1,41472,19147,12
2019-12-21,2,41472,75599,12
2019-12-22,0,0,0,12
2019-12-23,2,4059,6004,12
2019-12-24,1,79642,0,12
2019-12-25,2,41472,41579,12
2019-12-26,0,0,0,12
2019-12-27,2,41472,50505,12
2019-12-28,1,74401,0,12
2019-12-29,0,0,0,12
2019-12-30,1,0,54475,12
2019-12-31,0,0,0,12
2020-01-01,2,41472,60471,1
2020-01-02,1,41472,19147,1
2020-01-03,0,0,0,1
2020-01-04,1,2223,0,1
2020-01-05,1,0,55057,1
2020-01-06,1,41472,19147,1
2020-01-07,2,41472,75162,1
2020-01-08,0,0,0,1
2020-01-09,0,0,0,1
2020-01-10,3,82944,83716,1
2020-01-11,0,0,0,1
2020-01-12,0,0,0,1
2020-01-13,0,0,0,1
2020-01-14,1,0,54215,1
2020-01-15,2,41472,19147,1
2020-01-16,1,75556,0,1
2020-01-17,1,41472,19147,1
2020-01-18,1,0,0,1
2020-01-19,2,41472,71522,1
2020-01-20,1,41472,19147,1
2020-01-21,1,0,26620,1
2020-01-22,2,120158,19147,1
2020-01-23,3,124417,57442,1
2020-01-24,0,0,0,1
2020-01-25,1,41472,19147,1
2020-01-26,2,16179,668,1
2020-01-27,1,41472,19147,1
2020-01-28,1,0,969,1
2020-01-29,0,0,0,1
2020-01-30,0,0,0,1
2020-01-31,1,34903,0,1
2020-02-01,0,0,0,2
2020-02-02,0,0,0,2
2020-02-03,2,173123,11806,2
2020-02-04,1,0,49420,2
2020-02-05,1,0,1113,2
2020-02-06,1,158546,0,2
2020-02-07,1,79504,0,2
2020-02-08,0,0,0,2
2020-02-09,2,150753,19147,2
2020-02-10,1,0,46923,2
2020-02-11,0,0,0,2
2020-02-12,1,78499,0,2
2020-02-13,1,41472,19147,2
2020-02-14,1,41472,19147,2
2020-02-15,1,0,30694,2
2020-02-16,0,0,0,2
2020-02-17,1,41472,19147,2
2020-02-18,1,41472,19147,2
2020-02-19,2,41472,48429,2
2020-02-20,1,41472,19147,2
2020-02-21,1,79198,0,2
2020-02-22,0,0,0,2
2020-02-23,2,41472,62581,2
2020-02-24,0,0,0,2
2020-02-25,1,41472,19147,2
2020-02-26,0,0,0,2
2020-02-27,0,0,0,2
2020-02-28,1,41472,19147,2
2020-02-29,1,41472,19147,2
2020-03-01,1,41472,19147,3
2020-03-02,1,0,54158,3
2020-03-03,1,41472,19147,3
2020-03-04,0,0,0,3
2020-03-05,0,0,0,3
2020-03-06,1,22649,0,3
2020-03-07,1,41472,19147,3
2020-03-08,0,0,0,3
2020-03-09,2,82944,38295,3
2020-03-10,1,0,3514,3
2020-03-11,1,6049,0,3
2020-03-12,0,0,0,3
2020-03-13,1,166468,0,3
2020-03-14,0,0,0,3
2020-03-15,1,54430,0,3
2020-03-16,3,259357,19147,3
2020-03-17,0,0,0,3
2020-03-18,2,41472,50913,3
2020-03-19,0,0,0,3
2020-03-20,1,41472,19147,3
2020-03-21,0,0,0,3
2020-03-22,1,0,21273,3
2020-03-23,1,0,49878,3
2020-03-24,1,0,53869,3
2020-03-25,0,0,0,3
2020-03-26,2,41472,19147,3
2020-03-27,2,78349,43992,3
2020-03-28,0,0,0,3
2020-03-29,0,0,0,3
2020-03-30,1,0,37424,3
2020-03-31,3,198010,19147,3
2020-04-01,0,0,0,4
2020-04-02,1,0,53842,4
2020-04-03,0,0,0,4
2020-04-04,2,0,50427,4
2020-04-05,2,153139,0,4
2020-04-06,3,120306,72372,4
2020-04-07,0,0,0,4
2020-04-08,0,0,0,4
2020-04-09,2,156675,0,4
2020-04-10,0,0,0,4
2020-04-11,1,78922,0,4
2020-04-12,1,54475,0,4
2020-04-13,1,78898,0,4
2020-04-14,1,41472,19147,4
2020-04-15,0,0,0,4
2020-04-16,2,78806,51691,4
2020-04-17,2,118971,19147,4
2020-04-18,2,82944,38295,4
2020-04-19,1,0,0,4
2020-04-20,0,0,0,4
2020-04-21,1,161505,0,4
2020-04-22,2,82944,38295,4
2020-04-23,1,41472,19147,4
2020-04-24,0,0,0,4
2020-04-25,2,58380,23786,4
2020-04-26,1,41472,19147,4
2020-04-27,3,41472,92255,4
2020-04-28,1,41472,19147,4
2020-04-29,0,0,0,4
2020-04-30,2,41472,67587,4
2020-05-01,0,0,0,5
2020-05-02,1,41472,19147,5
2020-05-03,1,79449,0,5
2020-05-04,1,0,20637,5
2020-05-05,0,0,0,5
2020-05-06,1,78100,0,5
2020-05-07,1,0,53123,5
2020-05-08,3,41472,61437,5
2020-05-09,1,835,0,5
2020-05-10,1,103540,0,5
2020-05-11,2,0,77341,5
2020-05-12,2,105315,0,5
2020-05-13,0,0,0,5
2020-05-14,0,0,0,5
2020-05-15,1,0,30437,5
2020-05-16,2,0,51216,5
2020-05-17,1,41472,19147,5
2020-05-18,0,0,0,5
2020-05-19,0,0,0,5
2020-05-20,0,0,0,5
2020-05-21,2,78986,54406,5
2020-05-22,1,22654,0,5
2020-05-23,1,53398,0,5
2020-05-24,2,0,89601,5
2020-05-25,1,77215,0,5
2020-05-26,1,0,0,5
2020-05-27,1,79851,0,5
2020-05-28,1,0,76853,5
2020-05-29,1,61718,0,5
2020-05-30,2,41524,12352,5
2020-05-31,0,0,0,5
2020-06-01,0,0,0,6
2020-06-02,1,0,36609,6
2020-06-03,1,1149,0,6
2020-06-04,1,41472,19147,6
2020-06-05,0,0,0,6
2020-06-06,2,41472,67406,6
2020-06-07,1,0,37108,6
2020-06-08,1,0,0,6
2020-06-09,1,41472,19147,6
2020-06-10,2,41472,71635,6
2020-06-11,3,91596,19147,6
2020-06-12,0,0,0,6
2020-06-13,1,0,49768,6
2020-06-14,2,165650,30647,6
2020-06-15,1,79928,0,6
2020-06-16,1,0,0,6
2020-06-17,2,41472,48859,6
2020-06-18,1,0,30594,6
2020-06-19,0,0,0,6
2020-06-20,0,0,0,6
2020-06-21,3,118459,19147,6
2020-06-22,1,73662,0,6
2020-06-23,1,0,52371,6
2020-06-24,1,0,78462,6
2020-06-25,3,41472,67421,6
2020-06-26,1,0,20973,6
2020-06-27,1,0,49082,6
2020-06-28,2,90061,19147,6
2020-06-29,2,166237,44010,6
2020-06-30,0,0,0,6
2020-07-01,0,0,0,7
2020-07-02,2,78860,48704,7
2020-07-03,1,103569,0,7
2020-07-04,2,10925,48927,7
2020-07-05,0,0,0,7
2020-07-06,0,0,0,7
2020-07-07,1,0,58626,7
2020-07-08,2,162771,0,7
2020-07-09,1,0,53490,7
2020-07-10,1,41472,19147,7
2020-07-11,0,0,0,7
2020-07-12,1,41472,19147,7
2020-07-13,1,0,30252,7
2020-07-14,1,3272,0,7
2020-07-15,1,0,544,7
2020-07-16,0,0,0,7
2020-07-17,1,0,49065,7
2020-07-18,2,82944,38295,7
2020-07-19,1,41472,19147,7
2020-07-20,0,0,0,7
2020-07-21,2,0,105658,7
2020-07-22,0,0,0,7
2020-07-23,0,0,0,7
2020-07-24,2,41472,49585,7
2020-07-25,1,66224,0,7
2020-07-26,0,0,0,7
2020-07-27,2,41472,97197,7
2020-07-28,1,164166,0,7
2020-07-29,2,0,55842,7
2020-07-30,0,0,0,7
2020-07-31,1,0,50738,7
2020-08-01,2,42372,1013,8
2020-08-02,3,76613,84223,8
2020-08-03,2,71353,55080,8
2020-08-04,0,0,0,8
2020-08-05,0,0,0,8
2020-08-06,1,85585,0,8
2020-08-07,1,41472,19147,8
2020-08-08,0,0,0,8
2020-08-09,3,111459,84958,8
2020-08-10,0,0,0,8
2020-08-11,0,0,0,8
2020-08-12,4,103646,68970,8
2020-08-13,2,101493,19147,8
2020-08-14,0,0,0,8
2020-08-15,1,42839,0,8
2020-08-16,1,46475,0,8
2020-08-17,1,0,0,8
2020-08-18,3,78467,94752,8
2020-08-19,0,0,0,8
2020-08-20,1,41472,19147,8
2020-08-21,1,162340,0,8
2020-08-22,1,0,53407,8
2020-08-23,0,0,0,8
2020-08-24,2,96478,19147,8
2020-08-25,0,0,0,8
2020-08-26,0,0,0,8
2020-08-27,2,204403,19147,8
2020-08-28,0,0,0,8
2020-08-29,1,41472,19147,8
2020-08-30,1,41472,19147,8
2020-08-31,0,0,0,8
2020-09-01,2,151439,0,9
2020-09-02,1,696,0,9
2020-09-03,1,0,26584,9
2020-09-04,1,0,50213,9
2020-09-05,0,0,0,9
2020-09-06,3,124417,57442,9
2020-09-07,0,0,0,9
2020-09-08,2,41472,69715,9
2020-09-09,2,42829,19147,9
2020-09-10,2,41472,92014,9
2020-09-11,0,0,0,9
2020-09-12,1,0,19012,9
2020-09-13,1,158272,0,9
2020-09-14,3,136391,38295,9
2020-09-15,0,0,0,9
2020-09-16,2,185373,0,9
2020-09-17,1,73173,0,9
2020-09-18,1,41472,19147,9
2020-09-19,0,0,0,9
2020-09-20,1,27426,0,9
2020-09-21,2,41472,54346,9
2020-09-22,2,241225,0,9
2020-09-23,0,0,0,9
2020-09-24,1,41472,19147,9
2020-09-25,0,0,0,9
2020-09-26,1,0,46381,9
2020-09-27,0,0,0,9
2020-09-28,1,41472,19147,9
2020-09-29,0,0,0,9
2020-09-30,2,223688,0,9
2020-10-01,2,87760,19147,10
2020-10-02,1,26051,0,10
2020-10-03,0,0,0,10
2020-10-04,1,41472,19147,10
2020-10-05,1,0,53620,10
2020-10-06,2,119867,19147,10
2020-10-07,3,149640,0,10
2020-10-08,1,26510,0,10
2020-10-09,2,159322,45886,10
2020-10-10,3,102870,65420,10
2020-10-11,0,0,0,10
2020-10-12,1,41472,19147,10
2020-10-13,1,41472,19147,10
2020-10-14,2,52724,74334,10
2020-10-15,1,41472,19147,10
2020-10-16,1,41472,19147,10
2020-10-17,1,0,39290,10
2020-10-18,1,0,54591,10
2020-10-19,0,0,0,10
2020-10-20,0,0,0,10
2020-10-21,1,161414,0,10
2020-10-22,1,6050,0,10
2020-10-23,0,0,0,10
2020-10-24,1,83520,0,10
2020-10-25,1,4097,0,10
2020-10-26,2,204289,19147,10
2020-10-27,2,41472,64965,10
2020-10-28,0,0,0,10
2020-10-29,1,0,0,10
2020-10-30,1,162416,0,10
2020-10-31,1,73275,0,10
2020-11-01,1,58,0,11
2020-11-02,1,41472,19147,11
2020-11-03,0,0,0,11
2020-11-04,0,0,0,11
2020-11-05,2,78277,70197,11
2020-11-06,1,39416,0,11
2020-11-07,1,162327,0,11
2020-11-08,2,128859,0,11
2020-11-09,1,0,49524,11
2020-11-10,2,117047,19147,11
2020-11-11,2,1201,28617,11
2020-11-12,0,0,0,11
2020-11-13,2,119254,19147,11
2020-11-14,1,41472,19147,11
2020-11-15,0,0,0,11
2020-11-16,0,0,0,11
2020-11-17,1,8197,0,11
2020-11-18,2,41472,96763,11
2020-11-19,0,0,0,11
2020-11-20,0,0,0,11
2020-11-21,1,41472,19147,11
2020-11-22,1,0,0,11
2020-11-23,0,0,0,11
2020-11-24,1,78860,0,11
2020-11-25,1,0,72145,11
2020-11-26,0,0,0,11
2020-11-27,0,0,0,11
2020-11-28,1,25218,0,11
2020-11-29,0,0,0,11
2020-11-30,1,41254,0,11
2020-12-01,0,0,0,12
2020-12-02,1,78126,0,12
2020-12-03,2,206759,19147,12
2020-12-04,1,49112,0,12
2020-12-05,2,204445,0,12
2020-12-06,0,0,0,12
2020-12-07,1,0,48796,12
2020-12-08,1,72865,0,12
2020-12-09,2,158802,0,12
2020-12-10,0,0,0,12
2020-12-11,1,78915,0,12
2020-12-12,0,0,0,12
2020-12-13,4,290223,43093,12
2020-12-14,0,0,0,12
2020-12-15,1,78447,0,12
2020-12-16,0,0,0,12
2020-12-17,0,0,0,12
2020-12-18,1,0,58649,12
2020-12-19,1,41472,19147,12
2020-12-20,1,81583,0,12
2020-12-21,0,0,0,12
2020-12-22,1,163251,0,12
2020-12-23,1,0,55569,12
2020-12-24,1,41472,19147,12
2020-12-25,1,0,0,12
2020-12-26,1,0,37631,12
2020-12-27,1,162501,0,12
2020-12-28,1,0,0,12
2020-12-29,0,0,0,12
2020-12-30,1,162708,0,12
2020-12-31,3,41555,50707,12
2021-01-01,0,0,0,1
2021-01-02,3,82944,87179,1
2021-01-03,2,78860,12705,1
2021-01-04,0,0,0,1
2021-01-05,2,82944,38295,1
2021-01-06,1,162715,0,1
2021-01-07,1,41472,19147,1
2021-01-08,0,0,0,1
2021-01-09,0,0,0,1
2021-01-10,1,0,54983,1
2021-01-11,0,0,0,1
2021-01-12,0,0,0,1
2021-01-13,0,0,0,1
2021-01-14,0,0,0,1
2021-01-15,0,0,0,1
2021-01-16,1,0,53799,1
2021-01-17,1,79067,0,1
2021-01-18,1,41472,19147,1
2021-01-19,0,0,0,1
2021-01-20,0,0,0,1
2021-01-21,0,0,0,1
2021-01-22,0,0,0,1
2021-01-23,2,74718,19147,1
2021-01-24,0,0,0,1
2021-01-25,1,0,53419,1
2021-01-26,0,0,0,1
2021-01-27,3,246612,0,1
2021-01-28,2,0,87623,1
2021-01-29,0,0,0,1
2021-01-30,1,0,60570,1
2021-01-31,1,41472,19147,1
2021-02-01,0,0,0,2
2021-02-02,1,78489,0,2
2021-02-03,0,0,0,2
2021-02-04,0,0,0,2
2021-02-05,1,29768,0,2
2021-02-06,2,83598,0,2
2021-02-07,0,0,0,2
2021-02-08,1,41472,19147,2
2021-02-09,1,41472,19147,2
2021-02-10,2,41472,48851,2
2021-02-11,2,41472,24399,2
2021-02-12,0,0,0,2
2021-02-13,1,41472,19147,2
2021-02-14,1,0,28868,2
2021-02-15,0,0,0,2
2021-02-16,1,0,52064,2
2021-02-17,0,0,0,2
2021-02-18,0,0,0,2
2021-02-19,0,0,0,2
2021-02-20,1,41472,19147,2
2021-02-21,2,41472,79487,2
2021-02-22,1,0,46863,2
2021-02-23,0,0,0,2
2021-02-24,1,41938,0,2
2021-02-25,2,79881,54207,2
2021-02-26,1,0,0,2
2021-02-27,0,0,0,2
2021-02-28,1,0,71747,2
2021-03-01,0,0,0,3
2021-03-02,0,0,0,3
2021-03-03,1,41472,19147,3
2021-03-04,2,163594,73171,3
2021-03-05,0,0,0,3
2021-03-06,2,242085,0,3
2021-03-07,0,0,0,3
2021-03-08,2,121786,19147,3
2021-03-09,0,0,0,3
2021-03-10,0,0,0,3
2021-03-11,1,0,49856,3
2021-03-12,0,0,0,3
2021-03-13,0,0,0,3
2021-03-14,0,0,0,3
2021-03-15,0,0,0,3
2021-03-16,0,0,0,3
2021-03-17,2,0,82511,3
2021-03-18,1,0,14084,3
2021-03-19,1,0,31420,3
2021-03-20,0,0,0,3
2021-03-21,1,83681,0,3
2021-03-22,1,41472,19147,3
2021-03-23,2,0,83828,3
2021-03-24,1,0,0,3
2021-03-25,0,0,0,3
2021-03-26,1,161412,0,3
2021-03-27,4,42652,166036,3
2021-03-28,1,73173,0,3
2021-03-29,2,121738,0,3
2021-03-30,1,46426,0,3
2021-03-31,1,41472,19147,3
2021-04-01,1,41472,19147,4
2021-04-02,0,0,0,4
2021-04-03,3,119582,11646,4
2021-04-04,1,0,55874,4
2021-04-05,2,241097,0,4
2021-04-06,3,41472,117142,4
2021-04-07,1,71395,0,4
2021-04-08,0,0,0,4
2021-04-09,0,0,0,4
2021-04-10,1,0,33593,4
2021-04-11,0,0,0,4
2021-04-12,0,0,0,4
2021-04-13,0,0,0,4
2021-04-14,1,41472,19147,4
2021-04-15,0,0,0,4
2021-04-16,0,0,0,4
2021-04-17,1,0,73171,4
2021-04-18,0,0,0,4
2021-04-19,1,162180,0,4
2021-04-20,1,41472,19147,4
2021-04-21,0,0,0,4
2021-04-22,0,0,0,4
2021-04-23,1,0,41262,4
2021-04-24,3,121667,30437,4
2021-04-25,2,74909,48532,4
2021-04-26,0,0,0,4
2021-04-27,1,43531,0,4
2021-04-28,1,0,62592,4
2021-04-29,1,41472,19147,4
2021-04-30,2,120147,19147,4
2021-05-01,1,0,2503,5
2021-05-02,0,0,0,5
2021-05-03,2,164721,0,5
2021-05-04,0,0,0,5
2021-05-05,2,68490,19147,5
2021-05-06,0,0,0,5
2021-05-07,0,0,0,5
2021-05-08,3,162931,76061,5
2021-05-09,2,78756,385,5
2021-05-10,1,0,60459,5
2021-05-11,1,76812,0,5
2021-05-12,1,41472,19147,5
2021-05-13,0,0,0,5
2021-05-14,1,0,28628,5
2021-05-15,1,0,40701,5
2021-05-16,1,103483,0,5
2021-05-17,1,0,48923,5
2021-05-18,2,49068,0,5
2021-05-19,1,0,29788,5
2021-05-20,1,30632,0,5
2021-05-21,0,0,0,5
2021-05-22,2,1210,48742,5
2021-05-23,0,0,0,5
2021-05-24,0,0,0,5
