date,portcalls_dry_bulk,import_dry_bulk,export_dry_bulk,month
2020-06-29,0,0,0,6
2020-06-30,1,0,6675,6
2020-07-01,0,0,0,7
2020-07-02,0,0,0,7
2020-07-03,0,0,0,7
2020-07-04,2,22359,83308,7
2020-07-05,0,0,0,7
2020-07-06,0,0,0,7
2020-07-07,0,0,0,7
2020-07-08,0,0,0,7
2020-07-09,1,0,51163,7
2020-07-10,1,0,54375,7
2020-07-11,1,0,27241,7
2020-07-12,2,22359,34081,7
2020-07-13,0,0,0,7
2020-07-14,1,0,51226,7
2020-07-15,1,0,27397,7
2020-07-16,2,40696,0,7
2020-07-17,1,1146,0,7
2020-07-18,0,0,0,7
2020-07-19,1,56862,0,7
2020-07-20,1,32468,0,7
2020-07-21,1,0,56387,7
2020-07-22,0,0,0,7
2020-07-23,0,0,0,7
2020-07-24,0,0,0,7
2020-07-25,2,0,90622,7
2020-07-26,1,0,46273,7
2020-07-27,0,0,0,7
2020-07-28,0,0,0,7
2020-07-29,1,0,54349,7
2020-07-30,0,0,0,7
2020-07-31,0,0,0,7
2020-08-01,2,91094,22543,8
2020-08-02,1,22359,22543,8
2020-08-03,1,0,24259,8
2020-08-04,0,0,0,8
2020-08-05,2,22359,50115,8
2020-08-06,0,0,0,8
2020-08-07,0,0,0,8
2020-08-08,1,22359,22543,8
2020-08-09,0,0,0,8
2020-08-10,1,0,24952,8
2020-08-11,0,0,0,8
2020-08-12,0,0,0,8
2020-08-13,0,0,0,8
2020-08-14,0,0,0,8
2020-08-15,0,0,0,8
2020-08-16,0,0,0,8
2020-08-17,1,22359,22543,8
2020-08-18,1,0,60076,8
2020-08-19,0,0,0,8
2020-08-20,2,0,83292,8
2020-08-21,1,13914,6854,8
2020-08-22,0,0,0,8
2020-08-23,1,0,60598,8
2020-08-24,2,25314,59730,8
2020-08-25,0,0,0,8
2020-08-26,0,0,0,8
2020-08-27,0,0,0,8
2020-08-28,2,0,43910,8
2020-08-29,0,0,0,8
2020-08-30,1,0,42241,8
2020-08-31,1,22359,22543,8
2020-09-01,1,22359,22543,9
2020-09-02,1,31586,0,9
2020-09-03,0,0,0,9
2020-09-04,1,55375,0,9
2020-09-05,0,0,0,9
2020-09-06,1,0,54876,9
2020-09-07,0,0,0,9
2020-09-08,0,0,0,9
2020-09-09,2,78166,22543,9
2020-09-10,0,0,0,9
2020-09-11,0,0,0,9
2020-09-12,1,71487,0,9
2020-09-13,0,0,0,9
2020-09-14,0,0,0,9
2020-09-15,1,0,56226,9
2020-09-16,0,0,0,9
2020-09-17,1,36222,0,9
2020-09-18,1,0,0,9
2020-09-19,0,0,0,9
2020-09-20,1,0,0,9
2020-09-21,0,0,0,9
2020-09-22,0,0,0,9
2020-09-23,2,103483,53142,9
2020-09-24,0,0,0,9
2020-09-25,0,0,0,9
2020-09-26,0,0,0,9
2020-09-27,0,0,0,9
2020-09-28,0,0,0,9
2020-09-29,1,0,30346,9
2020-09-30,2,41459,53966,9
2020-10-01,0,0,0,10
2020-10-02,1,22359,22543,10
2020-10-03,0,0,0,10
2020-10-04,0,0,0,10
2020-10-05,0,0,0,10
2020-10-06,0,0,0,10
2020-10-07,1,70986,0,10
2020-10-08,0,0,0,10
2020-10-09,2,0,53631,10
2020-10-10,0,0,0,10
2020-10-11,1,22359,22543,10
2020-10-12,0,0,0,10
2020-10-13,1,22359,22543,10
2020-10-14,0,0,0,10
2020-10-15,0,0,0,10
2020-10-16,1,22359,22543,10
2020-10-17,0,0,0,10
2020-10-18,1,22359,22543,10
2020-10-19,0,0,0,10
2020-10-20,1,52962,0,10
2020-10-21,0,0,0,10
2020-10-22,0,0,0,10
2020-10-23,2,0,71763,10
2020-10-24,0,0,0,10
2020-10-25,0,0,0,10
2020-10-26,0,0,0,10
2020-10-27,0,0,0,10
2020-10-28,1,0,30543,10
2020-10-29,0,0,0,10
2020-10-30,0,0,0,10
2020-10-31,2,36698,24369,10
2020-11-01,1,0,0,11
2020-11-02,2,77785,54211,11
2020-11-03,1,22359,22543,11
2020-11-04,0,0,0,11
2020-11-05,0,0,0,11
2020-11-06,0,0,0,11
2020-11-07,0,0,0,11
2020-11-08,1,103483,0,11
2020-11-09,1,0,24795,11
2020-11-10,2,44718,45086,11
2020-11-11,1,22359,22543,11
2020-11-12,0,0,0,11
2020-11-13,2,94326,22543,11
2020-11-14,0,0,0,11
2020-11-15,0,0,0,11
2020-11-16,0,0,0,11
2020-11-17,2,102501,7018,11
2020-11-18,1,0,54438,11
2020-11-19,0,0,0,11
2020-11-20,1,22359,22543,11
2020-11-21,2,0,103823,11
2020-11-22,0,0,0,11
2020-11-23,0,0,0,11
2020-11-24,2,31397,60667,11
2020-11-25,1,22359,22543,11
2020-11-26,0,0,0,11
2020-11-27,1,0,26308,11
2020-11-28,2,0,79570,11
2020-11-29,0,0,0,11
2020-11-30,0,0,0,11
2020-12-01,0,0,0,12
2020-12-02,1,0,51476,12
2020-12-03,0,0,0,12
2020-12-04,1,22359,22543,12
2020-12-05,0,0,0,12
2020-12-06,0,0,0,12
2020-12-07,2,0,58616,12
2020-12-08,0,0,0,12
2020-12-09,0,0,0,12
2020-12-10,0,0,0,12
2020-12-11,0,0,0,12
2020-12-12,0,0,0,12
2020-12-13,2,0,55123,12
2020-12-14,0,0,0,12
2020-12-15,0,0,0,12
2020-12-16,1,0,79107,12
2020-12-17,0,0,0,12
2020-12-18,1,0,32642,12
2020-12-19,0,0,0,12
2020-12-20,1,22359,22543,12
2020-12-21,0,0,0,12
2020-12-22,1,0,57623,12
2020-12-23,0,0,0,12
2020-12-24,1,22359,22543,12
2020-12-25,1,0,23371,12
2020-12-26,1,45400,0,12
2020-12-27,0,0,0,12
2020-12-28,1,0,59730,12
2020-12-29,1,0,25314,12
2020-12-30,1,4021,0,12
2020-12-31,0,0,0,12
2021-01-01,0,0,0,1
2021-01-02,1,0,54380,1
2021-01-03,0,0,0,1
2021-01-04,1,78470,0,1
2021-01-05,0,0,0,1
2021-01-06,0,0,0,1
2021-01-07,1,77837,0,1
2021-01-08,1,103507,0,1
2021-01-09,0,0,0,1
2021-01-10,0,0,0,1
2021-01-11,1,0,43604,1
2021-01-12,0,0,0,1
2021-01-13,1,0,0,1
2021-01-14,0,0,0,1
2021-01-15,0,0,0,1
2021-01-16,0,0,0,1
2021-01-17,0,0,0,1
2021-01-18,0,0,0,1
2021-01-19,0,0,0,1
2021-01-20,1,0,27542,1
2021-01-21,0,0,0,1
2021-01-22,1,22359,22543,1
2021-01-23,0,0,0,1
2021-01-24,0,0,0,1
2021-01-25,2,58378,60783,1
2021-01-26,1,55395,0,1
2021-01-27,0,0,0,1
2021-01-28,0,0,0,1
2021-01-29,0,0,0,1
2021-01-30,0,0,0,1
2021-01-31,0,0,0,1
2021-02-01,0,0,0,2
2021-02-02,0,0,0,2
2021-02-03,2,0,108049,2
2021-02-04,0,0,0,2
2021-02-05,0,0,0,2
2021-02-06,1,0,48294,2
2021-02-07,0,0,0,2
2021-02-08,0,0,0,2
2021-02-09,0,0,0,2
2021-02-10,1,22359,22543,2
2021-02-11,1,0,0,2
2021-02-12,0,0,0,2
2021-02-13,0,0,0,2
2021-02-14,1,22359,22543,2
2021-02-15,1,22359,22543,2
2021-02-16,1,22359,22543,2
2021-02-17,1,0,0,2
2021-02-18,1,0,0,2
2021-02-19,0,0,0,2
2021-02-20,0,0,0,2
2021-02-21,0,0,0,2
2021-02-22,0,0,0,2
2021-02-23,0,0,0,2
2021-02-24,1,25314,0,2
2021-02-25,0,0,0,2
2021-02-26,1,0,54577,2
2021-02-27,1,0,60935,2
2021-02-28,1,0,53658,2
2021-03-01,0,0,0,3
2021-03-02,0,0,0,3
2021-03-03,1,103507,0,3
2021-03-04,0,0,0,3
2021-03-05,0,0,0,3
2021-03-06,0,0,0,3
2021-03-07,1,0,62344,3
2021-03-08,1,22359,22543,3
2021-03-09,0,0,0,3
2021-03-10,0,0,0,3
2021-03-11,0,0,0,3
2021-03-12,0,0,0,3
2021-03-13,0,0,0,3
2021-03-14,0,0,0,3
2021-03-15,1,0,53618,3
2021-03-16,0,0,0,3
2021-03-17,1,22359,22543,3
2021-03-18,0,0,0,3
2021-03-19,0,0,0,3
2021-03-20,0,0,0,3
2021-03-21,2,22359,83395,3
2021-03-22,1,0,60638,3
2021-03-23,1,22359,22543,3
2021-03-24,1,22359,22543,3
2021-03-25,2,22359,74393,3
2021-03-26,1,0,48874,3
2021-03-27,0,0,0,3
2021-03-28,1,54215,0,3
2021-03-29,1,0,26097,3
2021-03-30,0,0,0,3
2021-03-31,1,0,53220,3
2021-04-01,2,35802,50707,4
2021-04-02,0,0,0,4
2021-04-03,0,0,0,4
2021-04-04,0,0,0,4
2021-04-05,0,0,0,4
2021-04-06,2,44718,45086,4
2021-04-07,0,0,0,4
2021-04-08,0,0,0,4
2021-04-09,1,94524,0,4
2021-04-10,1,132281,0,4
2021-04-11,0,0,0,4
2021-04-12,1,22359,22543,4
2021-04-13,0,0,0,4
2021-04-14,1,22359,22543,4
2021-04-15,1,0,25525,4
2021-04-16,0,0,0,4
2021-04-17,0,0,0,4
2021-04-18,0,0,0,4
2021-04-19,1,13914,6854,4
2021-04-20,0,0,0,4
2021-04-21,0,0,0,4
2021-04-22,0,0,0,4
2021-04-23,0,0,0,4
2021-04-24,2,35369,30991,4
2021-04-25,1,0,51167,4
2021-04-26,0,0,0,4
2021-04-27,1,0,57612,4
2021-04-28,0,0,0,4
2021-04-29,0,0,0,4
2021-04-30,1,108634,0,4
2021-05-01,0,0,0,5
2021-05-02,0,0,0,5
2021-05-03,0,0,0,5
2021-05-04,0,0,0,5
2021-05-05,0,0,0,5
2021-05-06,0,0,0,5
2021-05-07,0,0,0,5
2021-05-08,1,1131,0,5
2021-05-09,0,0,0,5
2021-05-10,0,0,0,5
2021-05-11,0,0,0,5
2021-05-12,0,0,0,5
2021-05-13,0,0,0,5
2021-05-14,1,22359,22543,5
2021-05-15,0,0,0,5
2021-05-16,1,0,125429,5
2021-05-17,1,22359,22543,5
2021-05-18,0,0,0,5
2021-05-19,2,83178,58643,5
2021-05-20,0,0,0,5
2021-05-21,1,20995,0,5
2021-05-22,0,0,0,5
2021-05-23,0,0,0,5
2021-05-24,0,0,0,5
2021-05-25,0,0,0,5
2021-05-26,1,32630,0,5
2021-05-27,1,22359,22543,5
2021-05-28,1,0,54494,5
2021-05-29,2,0,135049,5
2021-05-30,0,0,0,5
2021-05-31,1,0,58535,5
2021-06-01,2,22359,76280,6
2021-06-02,0,0,0,6
2021-06-03,0,0,0,6
2021-06-04,2,0,36986,6
2021-06-05,0,0,0,6
2021-06-06,0,0,0,6
2021-06-07,0,0,0,6
2021-06-08,0,0,0,6
2021-06-09,0,0,0,6
2021-06-10,1,13914,6854,6
2021-06-11,0,0,0,6
2021-06-12,1,22359,22543,6
2021-06-13,1,0,29254,6
2021-06-14,0,0,0,6
2021-06-15,2,44718,45086,6
2021-06-16,0,0,0,6
2021-06-17,0,0,0,6
2021-06-18,0,0,0,6
2021-06-19,1,22359,22543,6
2021-06-20,2,22359,80723,6
