date,portcalls_dry_bulk,export_dry_bulk,month
2020-03-05,1,64981,3
2020-03-06,1,73160,3
2020-03-07,1,63290,3
2020-03-08,0,0,3
2020-03-09,2,131675,3
2020-03-10,1,66900,3
2020-03-11,1,72447,3
2020-03-12,2,0,3
2020-03-13,2,131547,3
2020-03-14,1,0,3
2020-03-15,0,0,3
2020-03-16,0,0,3
2020-03-17,1,65441,3
2020-03-18,2,157024,3
2020-03-19,1,165096,3
2020-03-20,0,0,3
2020-03-21,1,66571,3
2020-03-22,1,40075,3
2020-03-23,1,35872,3
2020-03-24,1,72154,3
2020-03-25,1,165908,3
2020-03-26,0,0,3
2020-03-27,1,0,3
2020-03-28,1,170941,3
2020-03-29,1,64981,3
2020-03-30,0,0,3
2020-03-31,1,66650,3
2020-04-01,1,0,4
2020-04-02,1,1344,4
2020-04-03,2,71349,4
2020-04-04,1,65913,4
2020-04-05,1,166187,4
2020-04-06,1,35160,4
2020-04-07,0,0,4
2020-04-08,0,0,4
2020-04-09,2,104832,4
2020-04-10,1,34650,4
2020-04-11,0,0,4
2020-04-12,1,163982,4
2020-04-13,1,35316,4
2020-04-14,2,125657,4
2020-04-15,1,0,4
2020-04-16,0,0,4
2020-04-17,0,0,4
2020-04-18,1,190056,4
2020-04-19,1,4039,4
2020-04-20,1,64981,4
2020-04-21,0,0,4
2020-04-22,1,171928,4
2020-04-23,0,0,4
2020-04-24,0,0,4
2020-04-25,1,0,4
2020-04-26,1,172454,4
2020-04-27,1,70583,4
2020-04-28,1,170656,4
2020-04-29,1,75674,4
2020-04-30,0,0,4
2020-05-01,2,78266,5
2020-05-02,1,85874,5
2020-05-03,1,70110,5
2020-05-04,2,257896,5
2020-05-05,0,0,5
2020-05-06,1,2476,5
2020-05-07,1,62643,5
2020-05-08,2,115350,5
2020-05-09,1,73467,5
2020-05-10,1,73159,5
2020-05-11,1,191160,5
2020-05-12,1,0,5
2020-05-13,1,66506,5
2020-05-14,2,138129,5
2020-05-15,1,64981,5
2020-05-16,0,0,5
2020-05-17,2,64981,5
2020-05-18,1,0,5
2020-05-19,0,0,5
2020-05-20,2,62347,5
2020-05-21,1,0,5
2020-05-22,1,64981,5
2020-05-23,2,168070,5
2020-05-24,0,0,5
2020-05-25,2,76262,5
2020-05-26,1,72904,5
2020-05-27,2,144406,5
2020-05-28,1,0,5
2020-05-29,0,0,5
2020-05-30,1,0,5
2020-05-31,1,72755,5
2020-06-01,1,73526,6
2020-06-02,0,0,6
2020-06-03,1,0,6
2020-06-04,0,0,6
2020-06-05,2,150408,6
2020-06-06,1,67775,6
2020-06-07,1,0,6
2020-06-08,1,71722,6
2020-06-09,2,146378,6
2020-06-10,0,0,6
2020-06-11,1,64981,6
2020-06-12,1,163983,6
2020-06-13,1,0,6
2020-06-14,2,108727,6
2020-06-15,0,0,6
2020-06-16,2,64981,6
2020-06-17,0,0,6
2020-06-18,1,57246,6
2020-06-19,0,0,6
2020-06-20,2,78656,6
2020-06-21,0,0,6
2020-06-22,1,72603,6
2020-06-23,1,0,6
2020-06-24,2,70729,6
2020-06-25,0,0,6
2020-06-26,1,72525,6
2020-06-27,3,128303,6
2020-06-28,1,171687,6
2020-06-29,1,0,6
2020-06-30,0,0,6
2020-07-01,1,0,7
2020-07-02,1,36042,7
2020-07-03,0,0,7
2020-07-04,2,129763,7
2020-07-05,2,73073,7
2020-07-06,1,0,7
2020-07-07,1,34652,7
2020-07-08,1,64981,7
2020-07-09,1,191545,7
2020-07-10,1,63988,7
2020-07-11,0,0,7
2020-07-12,1,63467,7
2020-07-13,1,166318,7
2020-07-14,1,0,7
2020-07-15,1,0,7
2020-07-16,1,64981,7
2020-07-17,2,152398,7
2020-07-18,1,64981,7
2020-07-19,1,170645,7
2020-07-20,1,71429,7
2020-07-21,0,0,7
2020-07-22,1,173767,7
2020-07-23,1,0,7
2020-07-24,2,244717,7
2020-07-25,0,0,7
2020-07-26,2,137998,7
2020-07-27,1,0,7
2020-07-28,0,0,7
2020-07-29,1,85204,7
2020-07-30,1,64981,7
2020-07-31,1,64981,7
2020-08-01,1,64981,8
2020-08-02,1,0,8
2020-08-03,1,0,8
2020-08-04,1,0,8
2020-08-05,0,0,8
2020-08-06,0,0,8
2020-08-07,2,0,8
2020-08-08,1,163982,8
2020-08-09,2,130668,8
2020-08-10,0,0,8
2020-08-11,1,63493,8
2020-08-12,1,76764,8
2020-08-13,1,174881,8
2020-08-14,0,0,8
2020-08-15,1,0,8
2020-08-16,3,146915,8
2020-08-17,0,0,8
2020-08-18,2,76433,8
2020-08-19,1,186071,8
2020-08-20,0,0,8
2020-08-21,1,65303,8
2020-08-22,1,0,8
2020-08-23,0,0,8
2020-08-24,0,0,8
2020-08-25,1,172522,8
2020-08-26,0,0,8
2020-08-27,1,66656,8
2020-08-28,1,84298,8
2020-08-29,2,223449,8
2020-08-30,0,0,8
2020-08-31,0,0,8
2020-09-01,2,64981,9
2020-09-02,0,0,9
2020-09-03,1,52810,9
2020-09-04,1,0,9
2020-09-05,0,0,9
2020-09-06,1,84645,9
2020-09-07,1,88771,9
2020-09-08,0,0,9
2020-09-09,1,74518,9
2020-09-10,1,64981,9
2020-09-11,2,118753,9
2020-09-12,0,0,9
2020-09-13,0,0,9
2020-09-14,0,0,9
2020-09-15,0,0,9
2020-09-16,1,166464,9
2020-09-17,0,0,9
2020-09-18,0,0,9
2020-09-19,1,163256,9
2020-09-20,1,0,9
2020-09-21,0,0,9
2020-09-22,1,0,9
2020-09-23,2,165307,9
2020-09-24,0,0,9
2020-09-25,2,40370,9
2020-09-26,0,0,9
2020-09-27,1,67670,9
2020-09-28,1,0,9
2020-09-29,1,71602,9
2020-09-30,1,43740,9
2020-10-01,2,72695,10
2020-10-02,0,0,10
2020-10-03,1,73085,10
2020-10-04,1,198455,10
2020-10-05,0,0,10
2020-10-06,1,67842,10
2020-10-07,1,78275,10
2020-10-08,1,64981,10
2020-10-09,1,168921,10
2020-10-10,1,26852,10
2020-10-11,0,0,10
2020-10-12,0,0,10
2020-10-13,1,71033,10
2020-10-14,0,0,10
2020-10-15,2,35794,10
2020-10-16,1,174516,10
2020-10-17,0,0,10
2020-10-18,1,172429,10
2020-10-19,1,86379,10
2020-10-20,0,0,10
2020-10-21,1,42993,10
2020-10-22,0,0,10
2020-10-23,1,64981,10
2020-10-24,1,78953,10
2020-10-25,1,70168,10
2020-10-26,1,86386,10
2020-10-27,1,86789,10
2020-10-28,0,0,10
2020-10-29,1,73613,10
2020-10-30,0,0,10
2020-10-31,0,0,10
2020-11-01,2,111063,11
2020-11-02,0,0,11
2020-11-03,0,0,11
2020-11-04,1,191459,11
2020-11-05,0,0,11
2020-11-06,1,100813,11
2020-11-07,1,64981,11
2020-11-08,0,0,11
2020-11-09,1,68881,11
2020-11-10,1,64981,11
2020-11-11,1,166265,11
2020-11-12,1,0,11
2020-11-13,1,64981,11
2020-11-14,0,0,11
2020-11-15,0,0,11
2020-11-16,1,167371,11
2020-11-17,0,0,11
2020-11-18,1,30339,11
2020-11-19,0,0,11
2020-11-20,0,0,11
2020-11-21,1,38376,11
2020-11-22,2,166348,11
2020-11-23,0,0,11
2020-11-24,0,0,11
2020-11-25,0,0,11
2020-11-26,1,24278,11
2020-11-27,0,0,11
2020-11-28,1,0,11
2020-11-29,0,0,11
2020-11-30,1,64981,11
2020-12-01,1,0,12
2020-12-02,0,0,12
2020-12-03,1,72202,12
2020-12-04,1,169383,12
2020-12-05,1,72475,12
2020-12-06,0,0,12
2020-12-07,0,0,12
2020-12-08,0,0,12
2020-12-09,0,0,12
2020-12-10,1,0,12
2020-12-11,1,186379,12
2020-12-12,1,79715,12
2020-12-13,0,0,12
2020-12-14,2,135286,12
2020-12-15,1,0,12
2020-12-16,0,0,12
2020-12-17,1,163364,12
2020-12-18,1,0,12
2020-12-19,0,0,12
2020-12-20,1,0,12
2020-12-21,1,0,12
2020-12-22,1,164530,12
2020-12-23,0,0,12
2020-12-24,1,0,12
2020-12-25,0,0,12
2020-12-26,1,0,12
2020-12-27,1,78871,12
2020-12-28,1,63402,12
2020-12-29,0,0,12
2020-12-30,0,0,12
2020-12-31,1,0,12
2021-01-01,1,174454,1
2021-01-02,1,0,1
2021-01-03,2,0,1
2021-01-04,1,75852,1
2021-01-05,0,0,1
2021-01-06,2,72931,1
2021-01-07,1,165582,1
2021-01-08,0,0,1
2021-01-09,1,0,1
2021-01-10,0,0,1
2021-01-11,0,0,1
2021-01-12,0,0,1
2021-01-13,2,137676,1
2021-01-14,1,165686,1
2021-01-15,1,0,1
2021-01-16,0,0,1
2021-01-17,1,0,1
2021-01-18,1,60764,1
2021-01-19,0,0,1
2021-01-20,2,239159,1
2021-01-21,0,0,1
2021-01-22,1,174799,1
2021-01-23,1,0,1
2021-01-24,1,0,1
2021-01-25,1,72937,1
2021-01-26,1,186302,1
2021-01-27,0,0,1
2021-01-28,2,206379,1
2021-01-29,0,0,1
2021-01-30,1,83884,1
2021-01-31,1,0,1
2021-02-01,2,134020,2
2021-02-02,0,0,2
2021-02-03,0,0,2
2021-02-04,1,73122,2
2021-02-05,1,57482,2
2021-02-06,0,0,2
2021-02-07,1,0,2
2021-02-08,2,258482,2
2021-02-09,0,0,2
2021-02-10,0,0,2
2021-02-11,0,0,2
2021-02-12,0,0,2
2021-02-13,1,67283,2
2021-02-14,0,0,2
2021-02-15,1,35997,2
2021-02-16,1,67090,2
2021-02-17,1,41342,2
2021-02-18,1,64981,2
2021-02-19,1,69239,2
2021-02-20,2,97947,2
2021-02-21,1,75721,2
2021-02-22,1,88870,2
2021-02-23,2,69860,2
2021-02-24,0,0,2
2021-02-25,1,70305,2
2021-02-26,1,64981,2
2021-02-27,2,33298,2
2021-02-28,1,0,2
2021-03-01,1,40005,3
2021-03-02,0,0,3
2021-03-03,2,129626,3
2021-03-04,1,29686,3
2021-03-05,1,100813,3
2021-03-06,1,0,3
2021-03-07,0,0,3
2021-03-08,2,170341,3
2021-03-09,0,0,3
2021-03-10,0,0,3
2021-03-11,1,166032,3
2021-03-12,0,0,3
2021-03-13,0,0,3
2021-03-14,0,0,3
2021-03-15,1,8930,3
2021-03-16,1,0,3
2021-03-17,1,72631,3
2021-03-18,1,73665,3
2021-03-19,0,0,3
2021-03-20,0,0,3
2021-03-21,0,0,3
2021-03-22,2,70127,3
2021-03-23,1,0,3
2021-03-24,1,186264,3
2021-03-25,1,164737,3
2021-03-26,1,64981,3
2021-03-27,1,69488,3
2021-03-28,1,191182,3
2021-03-29,0,0,3
2021-03-30,1,166227,3
2021-03-31,1,39198,3
2021-04-01,1,0,4
2021-04-02,1,173614,4
2021-04-03,0,0,4
2021-04-04,1,1316,4
2021-04-05,1,34644,4
2021-04-06,2,114129,4
2021-04-07,0,0,4
2021-04-08,0,0,4
2021-04-09,1,72561,4
2021-04-10,2,142479,4
2021-04-11,0,0,4
2021-04-12,1,69857,4
2021-04-13,0,0,4
2021-04-14,1,74849,4
2021-04-15,0,0,4
2021-04-16,1,0,4
2021-04-17,1,72236,4
2021-04-18,0,0,4
2021-04-19,0,0,4
2021-04-20,2,0,4
2021-04-21,1,67090,4
2021-04-22,1,90574,4
2021-04-23,0,0,4
2021-04-24,1,87085,4
2021-04-25,1,0,4
2021-04-26,1,0,4
2021-04-27,0,0,4
2021-04-28,1,191160,4
2021-04-29,0,0,4
2021-04-30,1,0,4
2021-05-01,0,0,5
2021-05-02,2,149843,5
2021-05-03,0,0,5
2021-05-04,2,103446,5
2021-05-05,0,0,5
2021-05-06,0,0,5
2021-05-07,1,58844,5
2021-05-08,0,0,5
2021-05-09,1,28831,5
2021-05-10,1,86334,5
2021-05-11,1,149333,5
2021-05-12,1,55124,5
2021-05-13,1,0,5
2021-05-14,2,260807,5
2021-05-15,0,0,5
2021-05-16,0,0,5
2021-05-17,0,0,5
2021-05-18,1,164678,5
2021-05-19,1,78497,5
2021-05-20,0,0,5
2021-05-21,0,0,5
2021-05-22,0,0,5
2021-05-23,2,129962,5
2021-05-24,0,0,5
2021-05-25,1,31950,5
2021-05-26,1,64981,5
2021-05-27,1,40496,5
2021-05-28,1,0,5
2021-05-29,2,166705,5
2021-05-30,0,0,5
2021-05-31,1,0,5
2021-06-01,0,0,6
2021-06-02,1,64981,6
2021-06-03,1,72452,6
2021-06-04,0,0,6
2021-06-05,2,72776,6
2021-06-06,1,72753,6
2021-06-07,2,79187,6
2021-06-08,0,0,6
2021-06-09,1,0,6
2021-06-10,1,72304,6
2021-06-11,0,0,6
2021-06-12,1,71563,6
2021-06-13,1,69251,6
2021-06-14,0,0,6
2021-06-15,2,124165,6
2021-06-16,1,64981,6
2021-06-17,0,0,6
2021-06-18,1,0,6
2021-06-19,1,9522,6
2021-06-20,1,35254,6
2021-06-21,1,71934,6
2021-06-22,1,71816,6
2021-06-23,1,42425,6
2021-06-24,1,88870,6
2021-06-25,2,139725,6
2021-06-26,1,0,6
2021-06-27,1,187591,6
2021-06-28,0,0,6
2021-06-29,1,64981,6
2021-06-30,0,0,6
2021-07-01,0,0,7
2021-07-02,1,31779,7
2021-07-03,1,64981,7
2021-07-04,1,32624,7
2021-07-05,0,0,7
2021-07-06,1,0,7
2021-07-07,2,71232,7
2021-07-08,1,72544,7
2021-07-09,1,67775,7
2021-07-10,1,72411,7
2021-07-11,1,71881,7
2021-07-12,0,0,7
2021-07-13,1,0,7
2021-07-14,1,61062,7
2021-07-15,2,0,7
2021-07-16,1,107280,7
2021-07-17,1,0,7
2021-07-18,1,64981,7
2021-07-19,2,146989,7
2021-07-20,1,72447,7
2021-07-21,0,0,7
2021-07-22,2,181626,7
2021-07-23,1,74001,7
2021-07-24,0,0,7
2021-07-25,1,0,7
2021-07-26,1,69933,7
2021-07-27,1,90385,7
2021-07-28,1,64981,7
2021-07-29,1,0,7
2021-07-30,0,0,7
2021-07-31,1,71593,7
2021-08-01,0,0,8
2021-08-02,1,69860,8
2021-08-03,0,0,8
2021-08-04,1,74159,8
2021-08-05,1,72452,8
2021-08-06,2,72818,8
2021-08-07,1,32624,8
2021-08-08,0,0,8
2021-08-09,1,0,8
2021-08-10,1,0,8
2021-08-11,1,31280,8
2021-08-12,0,0,8
2021-08-13,1,40812,8
2021-08-14,1,78336,8
2021-08-15,0,0,8
2021-08-16,2,64981,8
2021-08-17,0,0,8
2021-08-18,1,0,8
2021-08-19,0,0,8
2021-08-20,1,70616,8
2021-08-21,0,0,8
2021-08-22,1,64981,8
2021-08-23,0,0,8
2021-08-24,1,65318,8
2021-08-25,0,0,8
2021-08-26,1,40812,8
2021-08-27,1,83403,8
2021-08-28,1,0,8
2021-08-29,1,31389,8
2021-08-30,0,0,8
2021-08-31,2,130168,8
2021-09-01,1,69895,9
2021-09-02,1,0,9
2021-09-03,1,38399,9
2021-09-04,1,100161,9
2021-09-05,1,99161,9
2021-09-06,1,0,9
2021-09-07,1,72427,9
2021-09-08,1,78605,9
2021-09-09,2,145547,9
2021-09-10,0,0,9
2021-09-11,2,49856,9
2021-09-12,1,58736,9
2021-09-13,2,138257,9
2021-09-14,1,0,9
2021-09-15,2,135141,9
2021-09-16,1,72569,9
2021-09-17,1,66671,9
2021-09-18,0,0,9
2021-09-19,0,0,9
2021-09-20,0,0,9
2021-09-21,0,0,9
2021-09-22,1,0,9
2021-09-23,0,0,9
2021-09-24,1,71418,9
2021-09-25,1,2078,9
2021-09-26,1,76091,9
2021-09-27,1,0,9
2021-09-28,1,0,9
2021-09-29,1,64981,9
2021-09-30,1,72680,9
2021-10-01,1,71722,10
2021-10-02,1,40005,10
2021-10-03,0,0,10
2021-10-04,0,0,10
2021-10-05,1,0,10
2021-10-06,1,0,10
2021-10-07,1,30597,10
2021-10-08,1,75669,10
2021-10-09,0,0,10
2021-10-10,0,0,10
2021-10-11,0,0,10
2021-10-12,0,0,10
2021-10-13,1,1390,10
2021-10-14,0,0,10
2021-10-15,2,134953,10
2021-10-16,1,100493,10
2021-10-17,1,63214,10
2021-10-18,1,88268,10
2021-10-19,0,0,10
2021-10-20,1,33931,10
2021-10-21,1,9315,10
2021-10-22,1,164376,10
