date,portcalls_dry_bulk,import_dry_bulk,export_dry_bulk,month
2019-05-19,5,48690,6075,5
2019-05-20,1,5449,0,5
2019-05-21,1,0,0,5
2019-05-22,6,59520,76204,5
2019-05-23,7,172161,84478,5
2019-05-24,3,0,78942,5
2019-05-25,3,23254,3037,5
2019-05-26,2,88413,0,5
2019-05-27,4,23254,84496,5
2019-05-28,1,0,73493,5
2019-05-29,3,27323,115970,5
2019-05-30,3,59526,3037,5
2019-05-31,3,23254,3037,5
2019-06-01,2,23254,3037,6
2019-06-02,0,0,0,6
2019-06-03,1,18955,0,6
2019-06-04,2,23254,3037,6
2019-06-05,4,92935,6075,6
2019-06-06,5,23254,3037,6
2019-06-07,2,0,0,6
2019-06-08,3,128748,3037,6
2019-06-09,3,103807,0,6
2019-06-10,2,23254,3037,6
2019-06-11,3,60041,3037,6
2019-06-12,3,122084,6075,6
2019-06-13,4,128271,4677,6
2019-06-14,0,0,0,6
2019-06-15,3,46508,6075,6
2019-06-16,2,0,0,6
2019-06-17,6,48765,91913,6
2019-06-18,2,0,542,6
2019-06-19,2,0,12827,6
2019-06-20,3,23254,3037,6
2019-06-21,3,3059,42364,6
2019-06-22,3,90939,3037,6
2019-06-23,2,28889,0,6
2019-06-24,5,102114,3721,6
2019-06-25,4,98783,40152,6
2019-06-26,1,0,2226,6
2019-06-27,5,156432,6075,6
2019-06-28,2,0,0,6
2019-06-29,1,0,0,6
2019-06-30,3,0,26383,6
2019-07-01,3,25091,7904,7
2019-07-02,2,0,0,7
2019-07-03,2,23254,3037,7
2019-07-04,1,0,37533,7
2019-07-05,2,0,37747,7
2019-07-06,2,23254,38100,7
2019-07-07,2,101469,3037,7
2019-07-08,1,0,0,7
2019-07-09,0,0,0,7
2019-07-10,3,46508,61103,7
2019-07-11,4,184930,545,7
2019-07-12,5,0,0,7
2019-07-13,2,102114,3037,7
2019-07-14,2,0,34129,7
2019-07-15,4,170210,6075,7
2019-07-16,3,101987,3037,7
2019-07-17,2,46508,6075,7
2019-07-18,3,57186,53062,7
2019-07-19,3,23254,4183,7
2019-07-20,5,179636,3037,7
2019-07-21,1,23254,3037,7
2019-07-22,3,57829,3037,7
2019-07-23,2,102118,3037,7
2019-07-24,3,29437,60726,7
2019-07-25,3,131966,3037,7
2019-07-26,3,32664,3037,7
2019-07-27,3,101888,3037,7
2019-07-28,1,0,0,7
2019-07-29,3,65728,27115,7
2019-07-30,3,96768,0,7
2019-07-31,3,69635,30114,7
2019-08-01,3,151151,3037,8
2019-08-02,1,68068,0,8
2019-08-03,2,46508,6075,8
2019-08-04,2,38690,0,8
2019-08-05,2,23254,3037,8
2019-08-06,3,102467,29665,8
2019-08-07,0,0,0,8
2019-08-08,0,0,0,8
2019-08-09,2,46508,6075,8
2019-08-10,4,108815,0,8
2019-08-11,2,23254,3037,8
2019-08-12,2,46508,6075,8
2019-08-13,3,23157,16207,8
2019-08-14,5,136179,6075,8
2019-08-15,3,102498,3037,8
2019-08-16,0,0,0,8
2019-08-17,1,75508,0,8
2019-08-18,2,44454,32515,8
2019-08-19,2,23254,3037,8
2019-08-20,1,79031,0,8
2019-08-21,3,76099,3037,8
2019-08-22,2,95752,3037,8
2019-08-23,2,23254,3037,8
2019-08-24,3,102112,3037,8
2019-08-25,2,23254,3037,8
2019-08-26,1,0,0,8
2019-08-27,1,0,0,8
2019-08-28,3,124484,6075,8
2019-08-29,4,78408,27646,8
2019-08-30,2,0,0,8
2019-08-31,1,35054,0,8
2019-09-01,3,101716,3037,9
2019-09-02,1,79411,0,9
2019-09-03,2,62334,0,9
2019-09-04,2,46441,0,9
2019-09-05,3,54571,0,9
2019-09-06,0,0,0,9
2019-09-07,0,0,0,9
2019-09-08,0,0,0,9
2019-09-09,1,23254,3037,9
2019-09-10,2,23254,5445,9
2019-09-11,2,101840,3037,9
2019-09-12,1,75069,0,9
2019-09-13,4,127698,6075,9
2019-09-14,1,17605,0,9
2019-09-15,1,71260,0,9
2019-09-16,2,23254,3037,9
2019-09-17,2,23254,3037,9
2019-09-18,1,49581,0,9
2019-09-19,3,26945,4044,9
2019-09-20,2,64726,3037,9
2019-09-21,1,0,0,9
2019-09-22,2,133673,0,9
2019-09-23,0,0,0,9
2019-09-24,2,78703,0,9
2019-09-25,0,0,0,9
2019-09-26,2,46508,6075,9
2019-09-27,0,0,0,9
2019-09-28,2,53332,3037,9
2019-09-29,3,101251,0,9
2019-09-30,4,129978,3684,9
2019-10-01,1,0,0,10
2019-10-02,3,80049,3037,10
2019-10-03,1,0,0,10
2019-10-04,2,78644,0,10
2019-10-05,3,69763,9113,10
2019-10-06,1,72686,0,10
2019-10-07,2,23254,3037,10
2019-10-08,0,0,0,10
2019-10-09,0,0,0,10
2019-10-10,0,0,0,10
2019-10-11,0,0,0,10
2019-10-12,2,151797,0,10
2019-10-13,3,63970,3037,10
2019-10-14,3,23254,30114,10
2019-10-15,1,23254,3037,10
2019-10-16,1,23254,3037,10
2019-10-17,1,79411,0,10
2019-10-18,2,35094,0,10
2019-10-19,1,52727,0,10
2019-10-20,2,46508,6075,10
2019-10-21,3,23254,3037,10
2019-10-22,2,73160,55139,10
2019-10-23,0,0,0,10
2019-10-24,2,63928,0,10
2019-10-25,1,78553,0,10
2019-10-26,2,75858,0,10
2019-10-27,1,23254,3037,10
2019-10-28,3,23254,50647,10
2019-10-29,2,0,70168,10
2019-10-30,4,185530,0,10
2019-10-31,0,0,0,10
2019-11-01,1,23254,3037,11
2019-11-02,2,105505,0,11
2019-11-03,3,0,36812,11
2019-11-04,3,118624,3037,11
2019-11-05,4,151701,3037,11
2019-11-06,1,23254,3037,11
2019-11-07,1,5382,0,11
2019-11-08,1,23254,3037,11
2019-11-09,1,23254,3037,11
2019-11-10,3,101860,10359,11
2019-11-11,3,81718,3037,11
2019-11-12,1,23254,3037,11
2019-11-13,2,1668,0,11
2019-11-14,2,40097,16955,11
2019-11-15,1,0,0,11
2019-11-16,2,77625,0,11
2019-11-17,2,41446,553,11
2019-11-18,1,72591,0,11
2019-11-19,1,36288,0,11
2019-11-20,1,23254,3037,11
2019-11-21,1,0,0,11
2019-11-22,2,43513,0,11
2019-11-23,2,33576,3037,11
2019-11-24,4,23963,63577,11
2019-11-25,2,58345,3037,11
2019-11-26,1,23254,3037,11
2019-11-27,1,23254,3037,11
2019-11-28,2,23254,3037,11
2019-11-29,1,0,39862,11
2019-11-30,3,85911,6075,11
2019-12-01,2,46508,6075,12
2019-12-02,0,0,0,12
2019-12-03,5,99044,12151,12
2019-12-04,2,46508,6075,12
2019-12-05,1,23254,3037,12
2019-12-06,2,113897,0,12
2019-12-07,1,0,0,12
2019-12-08,4,188962,0,12
2019-12-09,1,23254,3037,12
2019-12-10,1,0,0,12
2019-12-11,1,23254,3037,12
2019-12-12,0,0,0,12
2019-12-13,1,0,26532,12
2019-12-14,2,37794,3037,12
2019-12-15,3,23254,3037,12
2019-12-16,0,0,0,12
2019-12-17,2,46508,6075,12
2019-12-18,2,23254,3037,12
2019-12-19,0,0,0,12
2019-12-20,1,23254,3037,12
2019-12-21,3,69763,9113,12
2019-12-22,1,39410,0,12
2019-12-23,3,69526,6075,12
2019-12-24,2,46508,6075,12
2019-12-25,3,98643,6075,12
2019-12-26,2,46508,6075,12
2019-12-27,4,46508,47937,12
2019-12-28,2,39672,3037,12
2019-12-29,1,0,0,12
2019-12-30,5,180148,27468,12
2019-12-31,3,23254,56360,12
2020-01-01,2,23254,3037,1
2020-01-02,2,46508,6075,1
2020-01-03,1,23254,3037,1
2020-01-04,2,95761,3037,1
2020-01-05,2,95073,3037,1
2020-01-06,2,73198,6836,1
2020-01-07,3,46508,6075,1
2020-01-08,2,35728,0,1
2020-01-09,1,23254,3037,1
2020-01-10,3,46508,6075,1
2020-01-11,5,93017,79488,1
2020-01-12,3,60295,3037,1
2020-01-13,4,82551,56758,1
2020-01-14,4,169211,3037,1
2020-01-15,3,29597,61329,1
2020-01-16,3,79564,0,1
2020-01-17,3,64442,0,1
2020-01-18,1,23254,3037,1
2020-01-19,0,0,0,1
2020-01-20,3,23254,3037,1
2020-01-21,3,53604,15914,1
2020-01-22,2,121918,0,1
2020-01-23,4,157887,27076,1
2020-01-24,3,74902,6075,1
2020-01-25,1,23254,3037,1
2020-01-26,3,106045,0,1
2020-01-27,3,125332,6075,1
2020-01-28,2,60566,21317,1
2020-01-29,3,150081,0,1
2020-01-30,7,189555,9113,1
2020-01-31,4,23254,22544,1
2020-02-01,5,224007,3037,2
2020-02-02,2,151549,0,2
2020-02-03,3,124113,6075,2
2020-02-04,1,0,25988,2
2020-02-05,4,124193,6075,2
2020-02-06,2,49120,3037,2
2020-02-07,4,153737,3037,2
2020-02-08,1,21516,0,2
2020-02-09,1,0,0,2
2020-02-10,4,66704,0,2
2020-02-11,2,78551,0,2
2020-02-12,4,76913,33917,2
2020-02-13,3,113420,0,2
2020-02-14,4,23254,5095,2
2020-02-15,1,0,0,2
2020-02-16,4,180883,3037,2
2020-02-17,5,147193,21917,2
2020-02-18,3,43421,54266,2
2020-02-19,1,0,0,2
2020-02-20,5,50248,142579,2
2020-02-21,0,0,0,2
2020-02-22,2,23254,3037,2
2020-02-23,4,89055,3037,2
2020-02-24,5,143003,11097,2
2020-02-25,2,23254,3247,2
2020-02-26,2,0,0,2
2020-02-27,3,130710,0,2
2020-02-28,3,61509,0,2
2020-02-29,4,101877,3037,2
2020-03-01,3,151429,0,3
2020-03-02,4,150214,9113,3
2020-03-03,2,52650,0,3
2020-03-04,2,0,0,3
2020-03-05,4,79792,6075,3
2020-03-06,4,23254,70375,3
2020-03-07,6,234535,9113,3
2020-03-08,2,151381,0,3
2020-03-09,3,23254,22991,3
2020-03-10,4,30790,24350,3
2020-03-11,3,125832,6075,3
2020-03-12,2,23254,3037,3
2020-03-13,2,30611,0,3
2020-03-14,1,0,0,3
2020-03-15,4,149825,0,3
2020-03-16,0,0,0,3
2020-03-17,5,48622,3037,3
2020-03-18,1,79261,0,3
2020-03-19,3,23254,3037,3
2020-03-20,2,79225,1446,3
2020-03-21,3,54237,0,3
2020-03-22,1,78514,0,3
2020-03-23,2,79532,0,3
2020-03-24,1,23254,3037,3
2020-03-25,1,54375,0,3
2020-03-26,3,0,0,3
2020-03-27,0,0,0,3
2020-03-28,1,0,26532,3
2020-03-29,1,36277,0,3
2020-03-30,1,0,50135,3
2020-03-31,2,23254,3037,3
2020-04-01,2,29089,0,4
2020-04-02,0,0,0,4
2020-04-03,2,0,37857,4
2020-04-04,0,0,0,4
2020-04-05,0,0,0,4
2020-04-06,1,0,0,4
2020-04-07,1,0,0,4
2020-04-08,0,0,0,4
2020-04-09,2,46508,6075,4
2020-04-10,2,0,0,4
2020-04-11,1,29303,0,4
2020-04-12,1,0,0,4
2020-04-13,3,23254,40225,4
2020-04-14,0,0,0,4
2020-04-15,1,0,0,4
2020-04-16,2,0,0,4
2020-04-17,2,535,0,4
2020-04-18,3,23254,3037,4
2020-04-19,2,39112,0,4
2020-04-20,3,47950,3037,4
2020-04-21,3,0,51498,4
2020-04-22,2,0,0,4
2020-04-23,0,0,0,4
2020-04-24,1,0,0,4
2020-04-25,1,78903,0,4
2020-04-26,2,20999,58948,4
2020-04-27,0,0,0,4
2020-04-28,5,121976,0,4
2020-04-29,0,0,0,4
2020-04-30,2,0,0,4
2020-05-01,1,23254,3037,5
2020-05-02,1,0,546,5
2020-05-03,5,83012,3037,5
2020-05-04,3,134805,3037,5
2020-05-05,2,76881,19741,5
2020-05-06,1,0,26016,5
2020-05-07,3,61873,21658,5
2020-05-08,4,102490,24696,5
2020-05-09,3,24245,25309,5
2020-05-10,3,0,27076,5
2020-05-11,1,0,0,5
2020-05-12,1,0,0,5
2020-05-13,2,23254,3037,5
2020-05-14,2,23254,3037,5
2020-05-15,2,23254,7780,5
2020-05-16,4,0,80434,5
2020-05-17,2,0,54494,5
2020-05-18,1,23254,3037,5
2020-05-19,2,26246,0,5
2020-05-20,0,0,0,5
2020-05-21,0,0,0,5
2020-05-22,1,0,23467,5
2020-05-23,5,23254,57348,5
2020-05-24,0,0,0,5
2020-05-25,4,71641,6075,5
2020-05-26,2,32871,0,5
2020-05-27,2,0,22653,5
2020-05-28,3,38047,79343,5
2020-05-29,0,0,0,5
2020-05-30,3,23254,3037,5
2020-05-31,1,0,26267,5
2020-06-01,2,23254,29686,6
2020-06-02,2,23254,3037,6
2020-06-03,1,0,6056,6
2020-06-04,3,46508,6075,6
2020-06-05,2,0,35390,6
2020-06-06,3,46862,6075,6
2020-06-07,3,35714,31029,6
2020-06-08,4,23254,53173,6
2020-06-09,2,46508,6075,6
2020-06-10,3,0,29305,6
2020-06-11,0,0,0,6
2020-06-12,2,99796,0,6
2020-06-13,2,46508,6075,6
2020-06-14,1,0,0,6
2020-06-15,0,0,0,6
2020-06-16,4,52002,30687,6
2020-06-17,3,46508,6075,6
2020-06-18,2,81727,3037,6
2020-06-19,1,0,22162,6
2020-06-20,3,23254,3037,6
2020-06-21,5,124724,37930,6
2020-06-22,2,62611,3037,6
2020-06-23,2,0,0,6
2020-06-24,3,23254,3037,6
2020-06-25,1,0,0,6
2020-06-26,8,109600,28404,6
2020-06-27,2,78042,0,6
2020-06-28,0,0,0,6
2020-06-29,3,42466,0,6
2020-06-30,1,43060,0,6
2020-07-01,5,31485,39994,7
2020-07-02,2,46508,6075,7
2020-07-03,3,51214,3037,7
2020-07-04,3,46508,15892,7
2020-07-05,1,0,23310,7
2020-07-06,5,69763,29983,7
2020-07-07,2,0,19687,7
2020-07-08,3,43464,44731,7
2020-07-09,2,68490,20512,7
2020-07-10,0,0,0,7
2020-07-11,2,23254,4125,7
2020-07-12,2,27864,19020,7
2020-07-13,3,23254,3037,7
2020-07-14,3,27022,76305,7
2020-07-15,2,0,571,7
2020-07-16,3,59198,3037,7
2020-07-17,1,0,0,7
2020-07-18,2,0,25482,7
2020-07-19,0,0,0,7
2020-07-20,1,23254,3037,7
2020-07-21,3,46508,13056,7
2020-07-22,3,0,20129,7
2020-07-23,0,0,0,7
2020-07-24,1,0,1721,7
2020-07-25,3,28816,3037,7
2020-07-26,1,669,0,7
2020-07-27,1,23254,3037,7
2020-07-28,4,23254,52363,7
2020-07-29,2,23254,25052,7
2020-07-30,2,23254,30951,7
2020-07-31,1,0,0,7
2020-08-01,3,150967,0,8
2020-08-02,2,23254,3037,8
2020-08-03,2,36318,0,8
2020-08-04,5,69666,35924,8
2020-08-05,0,0,0,8
2020-08-06,1,0,0,8
2020-08-07,2,73480,0,8
2020-08-08,2,42310,0,8
2020-08-09,1,0,20895,8
2020-08-10,5,22150,19458,8
2020-08-11,0,0,0,8
2020-08-12,2,0,2804,8
2020-08-13,0,0,0,8
2020-08-14,3,46508,6075,8
2020-08-15,3,158270,0,8
2020-08-16,0,0,0,8
2020-08-17,3,109167,7537,8
2020-08-18,1,76866,0,8
2020-08-19,0,0,0,8
2020-08-20,2,21060,0,8
2020-08-21,1,0,36423,8
2020-08-22,2,53596,24813,8
2020-08-23,5,119389,3037,8
2020-08-24,2,34195,0,8
2020-08-25,2,23254,3037,8
2020-08-26,0,0,0,8
2020-08-27,1,42154,0,8
2020-08-28,1,0,0,8
2020-08-29,2,23254,3722,8
2020-08-30,3,82063,27601,8
2020-08-31,3,101533,3037,8
2020-09-01,1,23254,3037,9
2020-09-02,5,124637,64605,9
2020-09-03,2,78447,0,9
2020-09-04,3,96152,25153,9
2020-09-05,3,59924,29733,9
2020-09-06,1,0,0,9
2020-09-07,3,46508,6075,9
2020-09-08,2,36073,0,9
2020-09-09,3,101383,3037,9
2020-09-10,1,78780,0,9
2020-09-11,3,56124,3037,9
2020-09-12,2,112546,0,9
2020-09-13,1,0,38391,9
2020-09-14,2,103705,3037,9
2020-09-15,3,72808,6075,9
2020-09-16,1,0,684,9
2020-09-17,3,104896,0,9
2020-09-18,5,80860,28619,9
2020-09-19,3,46508,6075,9
2020-09-20,2,0,18728,9
2020-09-21,1,29452,0,9
2020-09-22,3,23254,22129,9
2020-09-23,3,72094,55139,9
2020-09-24,3,78625,48764,9
2020-09-25,2,52673,3037,9
2020-09-26,5,40838,53111,9
2020-09-27,3,57186,3037,9
2020-09-28,6,101560,6075,9
2020-09-29,2,0,18999,9
2020-09-30,3,159883,0,9
2020-10-01,3,78250,0,10
2020-10-02,2,118309,0,10
2020-10-03,1,0,21258,10
2020-10-04,4,34934,0,10
2020-10-05,2,46508,6075,10
2020-10-06,4,23254,3037,10
2020-10-07,1,78492,0,10
2020-10-08,2,23254,3037,10
2020-10-09,0,0,0,10
2020-10-10,7,72197,31886,10
2020-10-11,0,0,0,10
2020-10-12,7,120757,39709,10
2020-10-13,2,23254,3037,10
2020-10-14,1,0,0,10
2020-10-15,3,0,91650,10
2020-10-16,7,148628,19941,10
2020-10-17,1,27252,0,10
2020-10-18,4,78734,3037,10
2020-10-19,2,0,38181,10
2020-10-20,3,132110,0,10
2020-10-21,1,23254,3037,10
2020-10-22,3,160216,3037,10
2020-10-23,6,78460,63993,10
2020-10-24,1,79143,0,10
2020-10-25,2,6549,25966,10
2020-10-26,4,89650,59670,10
2020-10-27,2,37811,0,10
2020-10-28,5,90734,6075,10
2020-10-29,3,98081,3037,10
2020-10-30,2,114405,0,10
2020-10-31,4,96091,32237,10
2020-11-01,1,23254,3037,11
2020-11-02,2,73021,0,11
2020-11-03,1,37393,0,11
2020-11-04,3,101280,11135,11
2020-11-05,5,125033,7168,11
2020-11-06,1,78678,0,11
2020-11-07,4,0,0,11
2020-11-08,2,79091,0,11
2020-11-09,2,29069,38846,11
2020-11-10,2,77201,0,11
2020-11-11,5,83131,14303,11
2020-11-12,3,76107,49069,11
2020-11-13,2,36600,0,11
2020-11-14,1,0,0,11
2020-11-15,3,100189,0,11
2020-11-16,2,44119,0,11
2020-11-17,3,98873,0,11
2020-11-18,0,0,0,11
2020-11-19,4,99469,3037,11
2020-11-20,2,102153,3037,11
2020-11-21,4,152845,0,11
2020-11-22,2,23254,3037,11
2020-11-23,3,0,0,11
2020-11-24,3,23254,40834,11
2020-11-25,4,102153,3037,11
2020-11-26,4,23254,19677,11
2020-11-27,2,981,0,11
2020-11-28,3,23254,40482,11
2020-11-29,2,23254,3943,11
2020-11-30,5,10867,79197,11
2020-12-01,3,80644,0,12
2020-12-02,4,62201,0,12
2020-12-03,0,0,0,12
2020-12-04,2,1090,453,12
2020-12-05,3,93780,0,12
2020-12-06,2,38811,0,12
2020-12-07,4,46508,46835,12
2020-12-08,2,0,0,12
2020-12-09,2,69689,0,12
2020-12-10,1,36774,0,12
2020-12-11,4,70308,9113,12
2020-12-12,3,55934,37245,12
2020-12-13,1,3647,0,12
2020-12-14,2,0,0,12
2020-12-15,4,26114,38645,12
2020-12-16,2,36968,0,12
2020-12-17,2,23254,3037,12
2020-12-18,1,0,7829,12
2020-12-19,6,46508,6075,12
2020-12-20,2,26929,0,12
2020-12-21,3,35938,0,12
2020-12-22,3,72258,0,12
2020-12-23,2,30455,0,12
2020-12-24,3,23801,3037,12
2020-12-25,3,34208,0,12
2020-12-26,1,73198,0,12
2020-12-27,1,29666,0,12
2020-12-28,2,0,0,12
2020-12-29,3,151931,27501,12
2020-12-30,4,23254,4133,12
2020-12-31,2,0,0,12
2021-01-01,5,79554,0,1
2021-01-02,0,0,0,1
2021-01-03,2,23254,3037,1
2021-01-04,1,26717,0,1
2021-01-05,3,26766,0,1
2021-01-06,6,105158,0,1
2021-01-07,1,38087,0,1
2021-01-08,3,28037,0,1
2021-01-09,3,112753,23644,1
2021-01-10,3,102896,3037,1
2021-01-11,1,23254,3037,1
2021-01-12,1,0,0,1
2021-01-13,3,111200,0,1
2021-01-14,1,23254,3037,1
2021-01-15,2,0,0,1
2021-01-16,5,160709,36519,1
2021-01-17,1,18655,0,1
2021-01-18,3,130305,0,1
2021-01-19,3,46508,6075,1
2021-01-20,1,55253,0,1
2021-01-21,4,0,107816,1
2021-01-22,4,100661,3037,1
2021-01-23,1,0,0,1
2021-01-24,1,0,0,1
2021-01-25,2,23254,3037,1
2021-01-26,3,54144,0,1
2021-01-27,5,102422,3037,1
2021-01-28,1,78729,0,1
2021-01-29,2,60233,3037,1
2021-01-30,1,78051,0,1
2021-01-31,1,0,0,1
2021-02-01,2,27622,0,2
2021-02-02,1,75967,0,2
2021-02-03,4,102017,3037,2
2021-02-04,2,101426,3037,2
2021-02-05,0,0,0,2
2021-02-06,2,79205,0,2
2021-02-07,2,19067,0,2
2021-02-08,3,52849,3037,2
2021-02-09,4,66253,0,2
2021-02-10,2,23254,3037,2
2021-02-11,2,156860,0,2
2021-02-12,0,0,0,2
2021-02-13,3,78860,51800,2
2021-02-14,2,79495,0,2
2021-02-15,1,0,0,2
2021-02-16,2,812,0,2
2021-02-17,2,78978,0,2
2021-02-18,3,127630,3037,2
2021-02-19,1,0,0,2
2021-02-20,0,0,0,2
2021-02-21,2,60921,0,2
2021-02-22,3,42105,670,2
2021-02-23,2,0,0,2
2021-02-24,3,24932,0,2
2021-02-25,2,0,88952,2
2021-02-26,3,52716,18743,2
2021-02-27,1,0,0,2
2021-02-28,2,0,0,2
2021-03-01,1,0,0,3
2021-03-02,1,78763,0,3
2021-03-03,3,69763,9113,3
2021-03-04,2,35665,0,3
2021-03-05,0,0,0,3
2021-03-06,1,0,53299,3
2021-03-07,1,0,25500,3
2021-03-08,4,78756,27607,3
2021-03-09,2,23254,43532,3
2021-03-10,0,0,0,3
2021-03-11,3,84979,3037,3
2021-03-12,2,101973,3037,3
2021-03-13,4,146041,9113,3
2021-03-14,2,23131,29348,3
2021-03-15,3,228851,0,3
2021-03-16,2,73231,0,3
2021-03-17,3,96144,19229,3
2021-03-18,2,23254,3037,3
2021-03-19,4,46508,6075,3
2021-03-20,2,79049,0,3
2021-03-21,3,27542,24880,3
2021-03-22,2,23254,3037,3
2021-03-23,0,0,0,3
2021-03-24,1,0,20668,3
2021-03-25,1,0,26829,3
2021-03-26,3,140650,0,3
2021-03-27,3,99654,3037,3
2021-03-28,1,0,6863,3
2021-03-29,3,36874,29561,3
2021-03-30,3,0,35162,3
2021-03-31,1,0,24903,3
2021-04-01,3,13203,27956,4
2021-04-02,6,161813,3037,4
2021-04-03,3,107517,18550,4
2021-04-04,1,0,0,4
2021-04-05,2,0,44746,4
2021-04-06,2,0,0,4
2021-04-07,2,23254,53028,4
2021-04-08,1,0,0,4
2021-04-09,3,83348,0,4
2021-04-10,2,67818,3037,4
2021-04-11,3,97668,3037,4
2021-04-12,3,50216,0,4
2021-04-13,5,36828,0,4
2021-04-14,3,46508,6075,4
2021-04-15,1,0,0,4
2021-04-16,4,144341,0,4
2021-04-17,4,0,0,4
2021-04-18,2,0,20346,4
2021-04-19,2,0,0,4
2021-04-20,1,0,0,4
2021-04-21,2,0,0,4
2021-04-22,4,23254,39701,4
2021-04-23,2,78913,0,4
2021-04-24,3,23254,38710,4
2021-04-25,3,96067,3037,4
2021-04-26,2,35748,0,4
2021-04-27,1,0,0,4
2021-04-28,2,0,0,4
2021-04-29,3,23254,3721,4
2021-04-30,3,102017,3037,4
2021-05-01,2,101694,3037,5
2021-05-02,2,7430,36987,5
2021-05-03,0,0,0,5
