date,freight_usd_per_day,vessel_class,data_confidence
2023-05-07,16158.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2023-05-14,18347.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2023-05-21,19813.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2023-05-28,18472.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2023-06-04,17927.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2023-06-11,16502.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2023-06-18,16092.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2023-06-25,16511.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2023-07-02,17677.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2023-07-09,17038.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2023-07-16,16610.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2023-07-23,15117.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2023-07-30,15442.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2023-08-06,15064.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2023-08-13,15179.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2023-08-20,15046.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2023-08-27,15560.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2023-09-03,14760.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2023-09-10,14343.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2023-09-17,16783.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2023-09-24,16191.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2023-10-01,15874.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2023-10-08,18095.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2023-10-15,21352.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2023-10-22,20058.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2023-10-29,19808.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2023-11-05,20310.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2023-11-12,22236.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2023-11-19,20962.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2023-11-26,20681.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2023-12-03,21505.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2023-12-10,21835.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2023-12-17,21221.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2023-12-24,20942.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2023-12-31,19438.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-01-07,19283.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-01-14,19100.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-01-21,19397.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-01-28,18866.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-02-04,19369.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-02-11,20321.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-02-18,20250.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-02-25,20363.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-03-03,20132.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-03-10,19863.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-03-17,18924.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-03-24,19113.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-03-31,18869.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-04-07,20817.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-04-14,22044.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-04-21,21810.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-04-28,20412.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-05-05,18968.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-05-12,20009.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-05-19,20007.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-05-26,20246.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-06-02,18321.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-06-09,19262.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-06-16,19662.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-06-23,18535.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-06-30,18234.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-07-07,18691.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-07-14,18928.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-07-21,18843.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-07-28,18990.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-08-04,19014.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-08-11,19465.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-08-18,21253.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-08-25,18751.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-09-01,18975.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-09-08,19603.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-09-15,20305.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-09-22,20264.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-09-29,18900.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-10-06,19791.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-10-13,22091.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-10-20,20620.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-10-27,21933.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-11-03,21782.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-11-10,21946.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-11-17,21014.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-11-24,20985.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-12-01,22732.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-12-08,23456.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-12-15,25490.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-12-22,26580.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2024-12-29,26513.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-01-05,28153.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-01-12,27646.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-01-19,27700.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-01-26,26174.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-02-02,25348.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-02-09,23692.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-02-16,24290.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-02-23,22217.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-03-02,22674.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-03-09,21937.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-03-16,22795.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-03-23,23028.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-03-30,24473.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-04-06,24379.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-04-13,21637.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-04-20,21065.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-04-27,19474.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-05-04,18818.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-05-11,20229.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-05-18,20595.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-05-25,19568.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-06-01,18453.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-06-08,18513.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-06-15,17456.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-06-22,17083.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-06-29,17638.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-07-06,18930.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-07-13,19587.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-07-20,17468.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-07-27,18070.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-08-03,18412.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-08-10,19058.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-08-17,20870.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-08-24,18783.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-08-31,18509.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-09-07,19415.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-09-14,18156.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-09-21,20002.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-09-28,20551.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-10-05,21549.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-10-12,20904.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-10-19,21832.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-10-26,22940.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-11-02,22937.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-11-09,22922.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-11-16,22931.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-11-23,21653.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-11-30,21347.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-12-07,21056.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-12-14,21343.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-12-21,22227.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2025-12-28,20718.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2026-01-04,20663.0,Capesize,synthetic_calibrated_to_public_rate_ranges
2026-01-11,22718.0,Capesize,synthetic_calibrated_to_public_rate_ranges
